label_num,area,raw_label
140,120.94804083988844,140
97,126.21092963375074,152
83,119.10063355519131,133
80,124.45874952867717,157
78,123.51917468972465,154
73,118.52292199880836,131
74,119.32917878628787,144
69,120.3004960184482,160
75,120.53538972818632,171
70,127.40444361836607,155
69,120.62109418984751,127
70,117.75793032249905,131
63,122.58277409009295,146
63,121.0654876947575,155
61,121.42100249868548,150
60,123.17953108240062,151
60,126.21727811239231,166
60,123.14144021055121,160
55,116.05653804655805,151
56,124.75395378551019,157
58,123.84929557908634,183
56,124.12862863931548,154
55,118.8847852813779,146
54,122.7478345347738,147
56,121.24007085740071,141
58,124.12228016067388,163
54,122.96685704790798,170
54,117.36749888604243,146
56,121.3257753190619,170
55,119.67834511157426,171
54,120.35763232622234,149
54,126.35694464250685,155
55,124.74760530686864,176
54,123.0081221590782,185
51,121.44004793461019,177
51,119.38314085474121,135
49,116.82787820150892,132
53,120.92264692532217,161
47,117.45637758702443,136
50,115.33598572073974,157
48,114.62495611288381,158
46,119.41805748726983,162
48,117.14847637290825,170
43,119.39266357270357,150
44,126.28711137744959,145
44,120.4338140699212,138
49,119.2783909571553,155
51,123.06525846685236,156
45,122.71291790224517,140
52,119.43392868387377,170
46,118.74194451194256,143
48,122.19551689295713,149
52,125.77288460748235,165
51,122.5351605002812,174
47,124.11910592135312,153
51,126.16966452258052,155
52,122.97637976587035,160
54,117.43098367245815,160
56,123.19222803968377,178
53,123.706454809651,152
52,119.18951225617329,156
52,117.8150666302732,138
49,124.11593168203235,164
47,124.08736352814526,161
48,121.4590933705349,164
46,122.53833473960196,157
49,116.500931551468,140
51,120.53221548886555,149
48,122.88750106488837,141
48,124.60793877675408,156
45,122.89067530420917,163
44,124.96345358068206,145
47,126.02682375314521,163
47,128.0932535509765,167
46,125.72527101767056,168
45,124.43335561411088,171
46,118.46578569103423,153
50,123.97943939123857,167
46,124.79839313600121,160
45,117.76110456181985,142
46,125.11899130740053,152
39,128.8169801161156,134
41,126.84260325858705,148
43,127.44888296885705,151
45,126.38551279639395,149
47,123.2303189115332,171
50,119.32600454696707,178
46,126.07443734295697,160
44,123.91278036550204,165
48,122.6589558337918,185
45,119.59581488923384,154
42,120.58935179663968,166
41,122.13838058518299,165
44,119.04349724741718,159
44,116.5675905772045,167
44,120.13543557376737,197
47,120.04973111210614,206
45,123.10334933870178,177
46,118.64671733231899,203
45,117.8785514166889,203
47,125.81732395797333,179
49,119.7132617441029,232
46,128.02342028591926,195
47,117.38019584332557,186
49,119.64342847904561,208
46,126.66484585662305,176
50,118.46895993035501,231
42,125.4776803506493,160
45,118.54831591337464,202
43,125.36023349578024,166
42,125.09042315351347,160
42,124.24924973350531,158
44,127.67425396063281,180
41,120.79567735249074,161
43,124.04292417765427,170
42,119.24030008530586,182
44,126.60770954884893,165
46,122.99542520179506,163
47,123.04938727024842,160
50,122.98272824451195,206
50,123.79850774995379,206
51,122.9414631333417,218
50,171.51684745932164,268
50,122.1352063458622,232
46,129.75655495506808,172
48,122.98590248383269,212
38,126.49978541194221,178
42,120.96073779717157,203
47,192.33350892503267,274
39,125.83954363321884,180
44,130.55328902458524,181
44,127.88692799512548,164
40,129.96605475023995,186
39,129.92478963906973,177
42,121.81143393514208,212
44,129.48357037348055,173
42,131.27066711108276,167
44,196.53302754643187,257
