Volume_pre,Volume_post,diff,Distance,Nearest Label,isFusion,Frame,Label,algo_output,ground truth
1.147647224,0.76509815,-0.333333333,2.621280434,78,1,0,78,1,1
0.229529445,0,-1,6.020797289,75,1,0,78,1,1
0.344294167,0,-1,8.653123321,91,1,0,78,1,1
0.994627594,2.830863153,1.846153846,4.248215776,89,1,0,78,1,1
1.032882502,2.180529726,1.111111111,11.15313042,71,1,0,78,1,1
1.721470836,0.918117779,-0.466666667,6.400192898,84,1,0,78,1,1
2.180529726,5.164412509,1.368421053,6.987413386,66,1,0,78,1,1
0.76509815,0.267784352,-0.65,2.005617112,78,1,1,78,1,1
0.918117779,0.650333427,-0.291666667,11.01135777,84,1,1,78,1,1
2.180529726,2.869118061,0.315789474,8.027748889,71,1,1,78,1,1
2.830863153,5.202667417,0.837837838,8.265658541,89,1,1,78,1,1
5.164412509,5.355687047,0.037037037,8.337168274,66,1,1,78,1,1
0.267784352,2.983882783,10.14285714,1,78,1,2,78,1,0
0.650333427,0.76509815,0.176470588,10.0623059,84,1,2,78,1,0
5.202667417,2.065765004,-0.602941176,7.768520676,89,1,2,78,1,0
5.355687047,5.087902694,-0.05,7.986361314,66,1,2,78,1,0
2.983882783,1.989255189,-0.333333333,6.248221312,78,1,3,78,1,1
0.382549075,0.61207852,0.6,14.93351934,91,1,3,78,1,1
0.573823612,1.606706114,1.8,3.201562119,71,1,3,78,1,1
0.76509815,0.382549075,-0.5,1.010152545,84,1,3,78,1,1
2.065765004,2.218784634,0.074074074,7.2311673,89,1,3,78,1,1
2.830863153,1.644961021,-0.418918919,7.77355292,54,1,3,78,1,1
3.557706395,4.24629473,0.193548387,7.132216494,40,1,3,78,1,1
5.087902694,3.251667135,-0.360902256,8.929962468,66,1,3,78,1,1
1.989255189,3.213412228,0.615384615,1.58113883,78,1,4,78,1,1
1.606706114,1.224157039,-0.238095238,6.663647275,71,1,4,78,1,1
2.218784634,1.491941392,-0.327586207,5.549234181,89,1,4,78,1,1
3.251667135,5.814745936,0.788235294,8.02356224,66,1,4,78,1,1
4.24629473,3.748980933,-0.117117117,6.184658438,40,1,4,78,1,1
3.213412228,3.32817695,0.035714286,1.118033989,78,1,5,78,0,0
0.229529445,0.650333427,1.833333333,3.640054945,88,1,5,78,0,0
0.573823612,0,-1,3.557291243,84,1,5,78,0,0
0.688588335,0.956372687,0.388888889,12.23865688,57,1,5,78,0,0
1.224157039,1.721470836,0.40625,9.601839017,71,1,5,78,0,0
1.491941392,0.420803982,-0.717948718,3.535533906,89,1,5,78,0,0
2.601333708,0.994627594,-0.617647059,12.64911064,93,1,5,78,0,0
3.748980933,3.710726025,-0.010204082,5.036988187,40,1,5,78,0,0
5.814745936,3.022137691,-0.480263158,5.759246559,66,1,5,78,0,0
3.32817695,0.918117779,-0.724137931,1.131923142,78,1,6,78,1,1
0.420803982,1.338921762,2.181818182,6.938335237,89,1,6,78,1,1
0.497313797,0,-1,9.219544457,91,1,6,78,1,1
0.650333427,0,-1,6.777226265,88,1,6,78,1,1
1.721470836,1.683215929,-0.022222222,4.351748644,71,1,6,78,1,1
3.022137691,3.902000563,0.291139241,4.864621344,66,1,6,78,1,1
0.918117779,2.869118061,2.125,3.414125071,78,1,7,78,1,1
1.912745374,1.109392317,-0.42,11.66499036,83,1,7,78,1,1
3.902000563,2.410059171,-0.382352941,5.839735324,66,1,7,78,1,1
4.820118342,0.30603926,-0.936507937,6.60030678,84,1,7,78,1,1
2.869118061,2.716098431,-0.053333333,4.861842358,78,1,8,78,0,1
0.30603926,0,-1,7.158910532,84,1,8,78,0,1
1.989255189,2.448314078,0.230769231,2.27503434,89,1,8,78,0,1
2.410059171,3.17515732,0.317460317,5.39820572,66,1,8,78,0,1
2.716098431,0.803353057,-0.704225352,1.903943276,78,1,9,78,1,1
0.30603926,0,-1,3.201562119,75,1,9,78,1,1
0.30603926,0,-1,6.766184301,88,1,9,78,1,1
0.688588335,1.185902132,0.722222222,9,93,1,9,78,1,1
1.032882502,1.797980651,0.740740741,8.450371539,83,1,9,78,1,1
2.448314078,4.475824175,0.828125,3.667613514,89,1,9,78,1,1
3.17515732,2.792608246,-0.120481928,7.105617209,66,1,9,78,1,1
0.803353057,0,-1,1.118033989,78,1,10,78,0,0
2.792608246,0.918117779,-0.671232877,7.071067812,66,1,10,78,0,0
4.475824175,6.006020474,0.341880342,2.611702061,89,1,10,78,0,0
,,,,,,11,78,0,0
0.918117779,0,-1,1.414213562,78,1,12,78,0,0
2.716098431,6.579844086,1.422535211,1.457737974,89,1,12,78,0,0
,,,,,,13,78,0,0
0.918117779,0.688588335,-0.25,5.522680509,78,1,14,78,1,1
0.420803982,0,-1,16.78079382,38,1,14,78,1,1
0.573823612,1.071137409,0.866666667,4.259368759,66,1,14,78,1,1
