Volume_pre,Volume_post,Distance,Nearest Label,isFusion,Frame,Label
0.0190454359247127,0.1364922907937748,41.100486615124154,4.0,1.0,0.0,1.0
0.0253939145662836,0.0,60.496125909019995,2.0,1.0,0.0,1.0
0.0253939145662836,0.0,9.013878188659973,21.0,1.0,0.0,1.0
0.0253939145662836,0.0,14.388580541526673,27.0,1.0,0.0,1.0
0.0571363077741383,0.0,16.77050983124842,20.0,1.0,0.0,1.0
0.0666590257364947,0.0603105470949237,96.43147555885498,13.0,1.0,0.0,1.0
0.0666590257364947,0.0222196752454982,5.652443133609104,29.0,1.0,0.0,1.0
0.123795333510633,0.0,37.39330207544118,5.0,1.0,0.0,1.0
0.1872801199263422,0.2444164277004805,42.584002860540764,3.0,1.0,0.0,1.0
14.661811422708046,14.572932721726053,1.5811388300841898,1.0,1.0,1.0,1.0
0.0222196752454982,0.0,4.123105625617661,29.0,1.0,1.0,1.0
0.0444393504909964,0.0,10.495139788667553,18.0,1.0,1.0,1.0
0.0603105470949237,0.0952271796235637,89.32658186199006,13.0,1.0,1.0,1.0
0.0603105470949237,0.0,12.337812068928523,24.0,1.0,1.0,1.0
0.1364922907937748,0.0539620684533528,33.23123831577751,4.0,1.0,1.0,1.0
14.572932721726053,14.880833935842245,1.0,1.0,1.0,2.0,1.0
0.0253939145662836,0.0,3.5355339059327378,3.0,1.0,2.0,1.0
0.0539620684533528,0.0,32.912697773663034,4.0,1.0,2.0,1.0
0.076181743698851,0.158711966039273,13.756311682682648,21.0,1.0,2.0,1.0
0.0952271796235637,0.0,86.98650983090411,13.0,1.0,2.0,1.0
12.360487915138588,12.411275744271157,32.28002478313795,6.0,1.0,2.0,1.0
14.880833935842245,14.906227850408527,1.6784440756949308,1.0,1.0,3.0,1.0
0.041265111170211,0.0,5.411471488295839,29.0,1.0,3.0,1.0
0.0603105470949237,0.0,100.58755368174869,22.0,1.0,3.0,1.0
0.158711966039273,0.0,8.04241056937283,21.0,1.0,3.0,1.0
0.4158253510228955,0.3840829578150408,26.297927075627697,7.0,1.0,3.0,1.0
12.411275744271157,12.074806376267896,14.705441169852742,6.0,1.0,3.0,1.0
14.906227850408527,15.287136568902785,1.252774698197741,1.0,1.0,4.0,1.0
0.0984014189443493,0.0507878291325673,16.309315022515268,18.0,1.0,4.0,1.0
0.3840829578150408,0.5967569923076668,68.8166414567275,7.0,1.0,4.0,1.0
12.074806376267896,17.153589289524636,76.41498544133866,6.0,1.0,4.0,1.0
15.287136568902785,14.598326636292336,1.118033988749895,1.0,1.0,5.0,1.0
0.0190454359247127,0.1682346840016294,10.307764064044152,21.0,1.0,5.0,1.0
0.0222196752454982,0.0,21.02379604162864,11.0,1.0,5.0,1.0
0.1904543592471277,0.0,32.523743463643434,24.0,1.0,5.0,1.0
0.5967569923076668,0.6316736248363068,36.60995479742577,7.0,1.0,5.0,1.0
14.598326636292336,14.97288687614502,1.118033988749895,1.0,1.0,6.0,1.0
0.1682346840016294,0.117446854869062,13.17123039335202,21.0,1.0,6.0,1.0
0.55231764181667,0.7015068898935867,84.581321815162,0.0,1.0,6.0,1.0
0.6316736248363068,0.7395977617430125,17.169036154342944,7.0,1.0,6.0,1.0
12.51919988117786,12.281131932118951,12.482938724161716,6.0,1.0,6.0,1.0
14.97288687614502,15.191909389279221,1.118033988749895,1.0,1.0,7.0,1.0
0.117446854869062,0.0857044616612074,8.184549573225237,21.0,1.0,7.0,1.0
0.7395977617430125,0.4348707869476083,19.015359868881774,7.0,1.0,7.0,1.0
12.281131932118951,13.388941455073075,12.163384397444663,6.0,1.0,7.0,1.0
15.191909389279221,14.947492961578739,1.118033988749895,1.0,1.0,8.0,1.0
0.0285681538870691,0.0,4.135065347984079,18.0,1.0,8.0,1.0
0.0857044616612074,0.076181743698851,13.982008820077253,21.0,1.0,8.0,1.0
0.4348707869476083,0.3840829578150408,19.86155395708177,7.0,1.0,8.0,1.0
13.388941455073075,12.541419556423362,11.679176304873641,6.0,1.0,8.0,1.0
14.947492961578739,14.84909154263439,1.1967032904743156,1.0,1.0,9.0,1.0
0.076181743698851,0.23806794905890952,9.740459086196921,21.0,1.0,9.0,1.0
0.3840829578150408,0.4031283937397536,21.963443931668078,7.0,1.0,9.0,1.0
0.8570446166120744,0.9776657108019219,13.647344063956181,0.0,1.0,9.0,1.0
12.541419556423362,12.18590475249539,9.881393167592542,6.0,1.0,9.0,1.0
14.84909154263439,14.801477952822605,1.118033988749895,1.0,1.0,10.0,1.0
0.23806794905890952,0.3491663252864005,6.248875331335607,21.0,1.0,10.0,1.0
0.4031283937397536,0.3586890432487571,50.96747299373012,7.0,1.0,10.0,1.0
12.18590475249539,12.598555864197497,9.960721880838443,6.0,1.0,10.0,1.0
14.801477952822605,15.18556091063765,1.118033988749895,1.0,1.0,11.0,1.0
0.3491663252864005,0.1745831626432002,11.403799333197037,21.0,1.0,11.0,1.0
0.3586890432487571,0.4412192655891792,28.251015906639967,7.0,1.0,11.0,1.0
12.598555864197497,13.354024822544437,10.140456221487204,6.0,1.0,11.0,1.0
15.18556091063765,14.601500875613121,1.0,1.0,1.0,12.0,1.0
0.1745831626432002,0.2094997951718404,6.336822977153953,21.0,1.0,12.0,1.0
0.4412192655891792,0.4443935049099646,50.75488377289278,7.0,1.0,12.0,1.0
0.8030825481587215,0.6380221034778775,15.350367717501102,0.0,1.0,12.0,1.0
13.354024822544437,8.440302353968542,12.304593613768853,6.0,1.0,12.0,1.0
14.601500875613121,14.420569234328353,1.0,1.0,1.0,13.0,1.0
0.2094997951718404,0.2571133849836223,6.57905393026108,21.0,1.0,13.0,1.0
0.4443935049099646,0.4158253510228955,51.61459412347067,7.0,1.0,13.0,1.0
0.6380221034778775,0.165060444680844,13.122880781291906,0.0,1.0,13.0,1.0
8.440302353968542,18.016982384778277,13.186273197754872,6.0,1.0,13.0,1.0
14.420569234328353,14.560235764442911,1.2999999999999894,1.0,1.0,14.0,1.0
0.2571133849836223,0.1555377267184875,13.097921802925695,21.0,1.0,14.0,1.0
0.4158253510228955,0.4094768723813246,52.93121018890683,7.0,1.0,14.0,1.0
18.016982384778277,18.943860266447636,12.39265032446537,6.0,1.0,14.0,1.0
14.560235764442911,14.147584652740802,1.2629494535863184,1.0,1.0,15.0,1.0
0.1555377267184875,0.041265111170211,4.6237104391226485,21.0,1.0,15.0,1.0
0.4094768723813246,0.41265111170211,51.13266966291275,7.0,1.0,15.0,1.0
0.6665902573649467,0.9237036423485692,21.861896914710897,0.0,1.0,15.0,1.0
18.943860266447636,15.937855629663805,14.317526214794691,6.0,1.0,15.0,1.0
14.147584652740802,14.157107370703157,1.0865337342004495,1.0,1.0,16.0,1.0
0.041265111170211,0.5681888384205975,10.018917018563037,21.0,1.0,16.0,1.0
0.3142496927577607,0.0,29.693672942824392,24.0,1.0,16.0,1.0
0.41265111170211,0.4729616587970338,51.46748557104687,7.0,1.0,16.0,1.0
0.9237036423485692,0.863393095253645,94.26423778400802,0.0,1.0,16.0,1.0
15.937855629663805,14.57610696104684,13.802848108885204,6.0,1.0,16.0,1.0
14.157107370703157,13.744456259001051,1.0,1.0,1.0,17.0,1.0
0.4729616587970338,0.4094768723813246,56.912437079667384,7.0,1.0,17.0,1.0
0.5681888384205975,0.5332722058919573,15.305227865013967,21.0,1.0,17.0,1.0
0.863393095253645,0.6729387360065172,8.985124212686129,0.0,1.0,17.0,1.0
14.57610696104684,15.325227440752208,15.541539908383086,6.0,1.0,17.0,1.0
13.744456259001051,13.988872686701528,0.8999999999999773,1.0,1.0,18.0,1.0
0.4094768723813246,0.4348707869476083,44.66220322701868,7.0,1.0,18.0,1.0
0.6729387360065172,0.6792872146480882,9.262637545193513,0.0,1.0,18.0,1.0
15.325227440752208,20.642078303067855,13.200378782444085,6.0,1.0,18.0,1.0
13.988872686701528,13.642880600735912,0.9000000000000057,1.0,1.0,19.0,1.0
0.4348707869476083,0.3936056757773972,45.36460587911253,7.0,1.0,19.0,1.0
0.6792872146480882,1.212559420540046,11.378359665697179,0.0,1.0,19.0,1.0
0.7332492831014414,0.7903855908755799,17.204650534085253,21.0,1.0,19.0,1.0
20.642078303067855,16.264802279704707,14.597555066526915,6.0,1.0,19.0,1.0
13.642880600735912,13.877774310474038,1.4283289035758535,1.0,1.0,20.0,1.0
0.3936056757773972,0.0,33.83319706627336,7.0,1.0,20.0,1.0
0.7903855908755799,0.4158253510228955,13.316167335235766,21.0,1.0,20.0,1.0
1.212559420540046,0.758643197667725,13.88603333567325,0.0,1.0,20.0,1.0
16.264802279704707,17.559891922585173,13.69790688613501,6.0,1.0,20.0,1.0
13.877774310474038,13.830160720662258,1.5811388300841898,1.0,1.0,21.0,1.0
0.4158253510228955,0.0,30.595443654666106,21.0,1.0,21.0,1.0
0.758643197667725,0.6634160180441612,12.069414763538889,0.0,1.0,21.0,1.0
17.559891922585173,18.70261807806794,13.067888597472665,6.0,1.0,21.0,1.0
13.830160720662258,13.341327865261293,1.118033988749895,1.0,1.0,22.0,1.0
0.6634160180441612,0.9205294030277837,14.371322269133316,0.0,1.0,22.0,1.0
