combination_threshold,area_threshold,num_neighbor,tpr,fpr,auc,accuracy,precesion,recall,f1_score
17,0.0_,3,0.9295039164490861,0.4868421052631579,-0.8466443932939398,0.745269286754003,0.7063492063492064,0.9295039164490861,0.8027057497181512
17,0.25,3,0.8328981723237598,0.2730263157894737,-0.8466443932939398,0.7860262008733624,0.7935323383084577,0.8328981723237598,0.8127388535031849
17,0.5_,3,0.7180156657963447,0.16447368421052633,-0.8466443932939398,0.7700145560407569,0.8461538461538461,0.7180156657963447,0.7768361581920904
17,0.75,3,0.6266318537859008,0.13157894736842105,-0.8466443932939398,0.7336244541484717,0.8571428571428571,0.6266318537859008,0.7239819004524887
17,1.0_,3,0.5430809399477807,0.08552631578947369,-0.8466443932939398,0.7074235807860262,0.8888888888888888,0.5430809399477807,0.674230145867099
17,1.25,3,0.4621409921671018,0.06907894736842106,-0.8466443932939398,0.6695778748180495,0.8939393939393939,0.4621409921671018,0.6092943201376937
17,1.5_,3,0.412532637075718,0.049342105263157895,-0.8466443932939398,0.6506550218340611,0.9132947976878613,0.412532637075718,0.5683453237410072
17,1.75,3,0.3733681462140992,0.039473684210526314,-0.8466443932939398,0.6331877729257642,0.9225806451612903,0.3733681462140992,0.5315985130111525
17,2.0_,3,0.33159268929503916,0.03289473684210526,-0.8466443932939398,0.6128093158660844,0.927007299270073,0.33159268929503916,0.4884615384615384
17,2.25,3,0.3028720626631854,0.023026315789473683,-0.8466443932939398,0.6011644832605532,0.943089430894309,0.3028720626631854,0.45849802371541504
17,2.5_,3,0.2506527415143603,0.023026315789473683,-0.8466443932939398,0.5720524017467249,0.9320388349514563,0.2506527415143603,0.39506172839506176
17,2.75,3,0.2349869451697128,0.01644736842105263,-0.8466443932939398,0.5662299854439592,0.9473684210526315,0.2349869451697128,0.37656903765690375
17,3.0_,3,0.19843342036553524,0.013157894736842105,-0.8466443932939398,0.5473071324599709,0.95,0.19843342036553524,0.32829373650107996
17,3.25,3,0.17232375979112272,0.009868421052631578,-0.8466443932939398,0.5342066957787481,0.9565217391304348,0.17232375979112272,0.2920353982300885
17,3.5_,3,0.1514360313315927,0.009868421052631578,-0.8466443932939398,0.5225618631732168,0.9508196721311475,0.1514360313315927,0.26126126126126126
17,3.75,3,0.13315926892950392,0.009868421052631578,-0.8466443932939398,0.512372634643377,0.9444444444444444,0.13315926892950392,0.23340961098398172
17,4.0_,3,0.1174934725848564,0.006578947368421052,-0.8466443932939398,0.50509461426492,0.9574468085106383,0.1174934725848564,0.20930232558139536
17,4.25,3,0.10182767624020887,0.006578947368421052,-0.8466443932939398,0.4963609898107715,0.9512195121951219,0.10182767624020887,0.18396226415094338
17,4.5_,3,0.08616187989556136,0.006578947368421052,-0.8466443932939398,0.487627365356623,0.9428571428571428,0.08616187989556136,0.15789473684210523
17,4.75,3,0.0731070496083551,0.003289473684210526,-0.8466443932939398,0.48180494905385735,0.9655172413793104,0.0731070496083551,0.13592233009708737
17,5.0_,3,0.06788511749347259,0.003289473684210526,-0.8466443932939398,0.47889374090247455,0.9629629629629629,0.06788511749347259,0.12682926829268293
