combination_threshold,area_threshold,num_neighbor,tpr,fpr,auc,accuracy,precesion,recall,f1_score
23,0.0_,3,0.9451697127937336,0.4967105263157895,-0.8525791878521369,0.7496360989810772,0.7056530214424951,0.9451697127937336,0.8080357142857143
23,0.25,3,0.8485639686684073,0.28289473684210525,-0.8525791878521369,0.7903930131004366,0.7907542579075426,0.8485639686684073,0.8186397984886651
23,0.5_,3,0.7336814621409922,0.17434210526315788,-0.8525791878521369,0.7743813682678311,0.8413173652694611,0.7336814621409922,0.7838214783821478
23,0.75,3,0.6422976501305483,0.14144736842105263,-0.8525791878521369,0.7379912663755459,0.8512110726643599,0.6422976501305483,0.7321428571428571
23,1.0_,3,0.5587467362924282,0.09210526315789473,-0.8525791878521369,0.7132459970887919,0.8842975206611571,0.5587467362924282,0.6848000000000001
23,1.25,3,0.47780678851174935,0.0756578947368421,-0.8525791878521369,0.6754002911208151,0.8883495145631068,0.47780678851174935,0.6213921901528013
23,1.5_,3,0.4255874673629243,0.05592105263157895,-0.8525791878521369,0.6550218340611353,0.9055555555555556,0.4255874673629243,0.5790408525754884
23,1.75,3,0.3838120104438642,0.046052631578947366,-0.8525791878521369,0.636098981077147,0.9130434782608695,0.3838120104438642,0.5404411764705882
23,2.0_,3,0.34203655352480417,0.03618421052631579,-0.8525791878521369,0.6171761280931587,0.9225352112676056,0.34203655352480417,0.4990476190476191
23,2.25,3,0.3133159268929504,0.023026315789473683,-0.8525791878521369,0.6069868995633187,0.9448818897637795,0.3133159268929504,0.4705882352941177
23,2.5_,3,0.26109660574412535,0.023026315789473683,-0.8525791878521369,0.5778748180494906,0.9345794392523364,0.26109660574412535,0.40816326530612246
23,2.75,3,0.2454308093994778,0.01644736842105263,-0.8525791878521369,0.5720524017467249,0.9494949494949495,0.2454308093994778,0.3900414937759336
23,3.0_,3,0.20887728459530025,0.013157894736842105,-0.8525791878521369,0.5531295487627366,0.9523809523809523,0.20887728459530025,0.34261241970021417
23,3.25,3,0.1801566579634465,0.009868421052631578,-0.8525791878521369,0.5385735080058224,0.9583333333333334,0.1801566579634465,0.30329670329670333
23,3.5_,3,0.1566579634464752,0.009868421052631578,-0.8525791878521369,0.5254730713245997,0.9523809523809523,0.1566579634464752,0.26905829596412556
23,3.75,3,0.13838120104438642,0.009868421052631578,-0.8525791878521369,0.5152838427947598,0.9464285714285714,0.13838120104438642,0.2414578587699317
23,4.0_,3,0.12010443864229765,0.006578947368421052,-0.8525791878521369,0.5065502183406113,0.9583333333333334,0.12010443864229765,0.21345707656612528
23,4.25,3,0.10443864229765012,0.006578947368421052,-0.8525791878521369,0.4978165938864629,0.9523809523809523,0.10443864229765012,0.18823529411764703
23,4.5_,3,0.08877284595300261,0.006578947368421052,-0.8525791878521369,0.4890829694323144,0.9444444444444444,0.08877284595300261,0.162291169451074
23,4.75,3,0.0731070496083551,0.003289473684210526,-0.8525791878521369,0.48180494905385735,0.9655172413793104,0.0731070496083551,0.13592233009708737
23,5.0_,3,0.06788511749347259,0.003289473684210526,-0.8525791878521369,0.47889374090247455,0.9629629629629629,0.06788511749347259,0.12682926829268293
