combination_threshold,area_threshold,num_neighbor,tpr,fpr,auc,accuracy,precesion,recall,f1_score
10,0.0_,3,0.8981723237597912,0.47368421052631576,-0.8303129723787277,0.7336244541484717,0.7049180327868853,0.8981723237597912,0.7898966704936854
10,0.25,3,0.8015665796344648,0.2598684210526316,-0.8303129723787277,0.7743813682678311,0.7953367875647669,0.8015665796344648,0.7984395318595578
10,0.5_,3,0.6866840731070496,0.15460526315789475,-0.8303129723787277,0.7569141193595342,0.8483870967741935,0.6866840731070496,0.7590187590187589
10,0.75,3,0.5953002610966057,0.12171052631578948,-0.8303129723787277,0.7205240174672489,0.8603773584905661,0.5953002610966057,0.7037037037037036
10,1.0_,3,0.5143603133159269,0.08223684210526316,-0.8303129723787277,0.6928675400291121,0.8873873873873874,0.5143603133159269,0.6512396694214876
10,1.25,3,0.4360313315926893,0.06578947368421052,-0.8303129723787277,0.6564774381368268,0.893048128342246,0.4360313315926893,0.5859649122807018
10,1.5_,3,0.38642297650130547,0.046052631578947366,-0.8303129723787277,0.6375545851528385,0.9135802469135802,0.38642297650130547,0.5431192660550459
10,1.75,3,0.3472584856396867,0.03618421052631579,-0.8303129723787277,0.6200873362445415,0.9236111111111112,0.3472584856396867,0.5047438330170778
10,2.0_,3,0.30809399477806787,0.029605263157894735,-0.8303129723787277,0.6011644832605532,0.9291338582677166,0.30809399477806787,0.46274509803921565
10,2.25,3,0.2819843342036554,0.019736842105263157,-0.8303129723787277,0.5909752547307132,0.9473684210526315,0.2819843342036554,0.4346076458752516
10,2.5_,3,0.2297650130548303,0.019736842105263157,-0.8303129723787277,0.5618631732168851,0.9361702127659575,0.2297650130548303,0.3689727463312369
10,2.75,3,0.21671018276762402,0.013157894736842105,-0.8303129723787277,0.5574963609898108,0.9540229885057471,0.21671018276762402,0.35319148936170214
10,3.0_,3,0.1801566579634465,0.009868421052631578,-0.8303129723787277,0.5385735080058224,0.9583333333333334,0.1801566579634465,0.30329670329670333
10,3.25,3,0.15404699738903394,0.006578947368421052,-0.8303129723787277,0.5254730713245997,0.9672131147540983,0.15404699738903394,0.26576576576576577
10,3.5_,3,0.13838120104438642,0.006578947368421052,-0.8303129723787277,0.5167394468704513,0.9636363636363636,0.13838120104438642,0.24200913242009134
10,3.75,3,0.12010443864229765,0.006578947368421052,-0.8303129723787277,0.5065502183406113,0.9583333333333334,0.12010443864229765,0.21345707656612528
10,4.0_,3,0.10443864229765012,0.003289473684210526,-0.8303129723787277,0.4992721979621543,0.975609756097561,0.10443864229765012,0.18867924528301883
10,4.25,3,0.09138381201044386,0.003289473684210526,-0.8303129723787277,0.49199417758369723,0.9722222222222222,0.09138381201044386,0.16706443914081145
10,4.5_,3,0.0783289817232376,0.003289473684210526,-0.8303129723787277,0.4847161572052402,0.967741935483871,0.0783289817232376,0.1449275362318841
10,4.75,3,0.06788511749347259,0.003289473684210526,-0.8303129723787277,0.47889374090247455,0.9629629629629629,0.06788511749347259,0.12682926829268293
10,5.0_,3,0.06266318537859007,0.003289473684210526,-0.8303129723787277,0.4759825327510917,0.96,0.06266318537859007,0.11764705882352938
