combination_threshold,area_threshold,num_neighbor,tpr,fpr,auc,accuracy,precesion,recall,f1_score
15,0.0_,3,0.9556135770234987,0.5460526315789473,-0.829759000961935,0.7336244541484717,0.6879699248120301,0.9556135770234987,0.8
15,0.25,3,0.8590078328981723,0.33223684210526316,-0.829759000961935,0.7743813682678311,0.7651162790697674,0.8590078328981723,0.8093480934809348
15,0.5_,3,0.7493472584856397,0.22039473684210525,-0.829759000961935,0.7627365356622998,0.8107344632768362,0.7493472584856397,0.778833107191316
15,0.75,3,0.660574412532637,0.18092105263157895,-0.829759000961935,0.7307132459970888,0.8214285714285714,0.660574412532637,0.732272069464544
15,1.0_,3,0.5822454308093995,0.13486842105263158,-0.829759000961935,0.7074235807860262,0.8446969696969697,0.5822454308093995,0.6893353941267388
15,1.25,3,0.5013054830287206,0.11513157894736842,-0.829759000961935,0.6710334788937409,0.8458149779735683,0.5013054830287206,0.6295081967213114
15,1.5_,3,0.4516971279373368,0.09210526315789473,-0.829759000961935,0.653566229985444,0.8606965174129353,0.4516971279373368,0.5924657534246576
15,1.75,3,0.4046997389033943,0.08223684210526316,-0.829759000961935,0.6317321688500728,0.8611111111111112,0.4046997389033943,0.5506216696269982
15,2.0_,3,0.370757180156658,0.0625,-0.829759000961935,0.6215429403202329,0.8819875776397516,0.370757180156658,0.5220588235294118
15,2.25,3,0.3368146214099217,0.049342105263157895,-0.829759000961935,0.6084425036390102,0.8958333333333334,0.3368146214099217,0.48956356736242884
15,2.5_,3,0.2793733681462141,0.049342105263157895,-0.829759000961935,0.5764192139737991,0.8770491803278688,0.2793733681462141,0.42376237623762375
15,2.75,3,0.26370757180156656,0.04276315789473684,-0.829759000961935,0.5705967976710334,0.8859649122807017,0.26370757180156656,0.40643863179074446
15,3.0_,3,0.2245430809399478,0.03618421052631579,-0.829759000961935,0.5516739446870451,0.8865979381443299,0.2245430809399478,0.35833333333333334
15,3.25,3,0.1906005221932115,0.029605263157894735,-0.829759000961935,0.5356622998544396,0.8902439024390244,0.1906005221932115,0.3139784946236559
15,3.5_,3,0.1671018276762402,0.02631578947368421,-0.829759000961935,0.5240174672489083,0.8888888888888888,0.1671018276762402,0.2813186813186814
15,3.75,3,0.14882506527415143,0.023026315789473683,-0.829759000961935,0.5152838427947598,0.890625,0.14882506527415143,0.25503355704697983
15,4.0_,3,0.13315926892950392,0.019736842105263157,-0.829759000961935,0.5080058224163028,0.8947368421052632,0.13315926892950392,0.2318181818181818
15,4.25,3,0.1174934725848564,0.019736842105263157,-0.829759000961935,0.4992721979621543,0.8823529411764706,0.1174934725848564,0.2073732718894009
15,4.5_,3,0.10182767624020887,0.019736842105263157,-0.829759000961935,0.49053857350800584,0.8666666666666667,0.10182767624020887,0.18224299065420563
15,4.75,3,0.08616187989556136,0.01644736842105263,-0.829759000961935,0.48326055312954874,0.868421052631579,0.08616187989556136,0.15676959619952494
15,5.0_,3,0.08093994778067885,0.01644736842105263,-0.829759000961935,0.48034934497816595,0.8611111111111112,0.08093994778067885,0.1479713603818616
