label_num,area,raw_label
638,713.4540244242954,638
322,585.5296138251082,501
323,618.5818538842284,563
313,559.1719825742588,577
319,690.9218839210295,652
264,521.7204281554177,505
270,488.7829528187251,514
243,487.71181540940177,505
236,489.8158353205726,516
205,384.65309466950623,476
189,377.04036808181536,439
204,454.0857517381441,485
196,478.60714743015336,531
200,425.5475907611723,519
185,362.5800130559503,471
157,323.7130270605034,430
174,481.2467360459859,529
163,342.95524552084765,462
156,411.58454953249304,482
162,397.43023376643464,469
150,347.6605991403752,462
153,369.54240621655197,469
149,364.41624861479033,461
144,314.2640649139725,447
148,370.4605239959719,518
139,328.7626748473134,442
141,440.084455601989,523
140,379.1443879929862,469
129,422.6019628855331,455
