label_num,area,raw_label
459,501.4070722857502,459
268,442.11196569820817,391
275,538.1317834625504,441
253,461.35418415855247,419
227,460.0152623968983,394
232,485.9138347580376,424
211,544.9029020857729,428
203,540.7713720783829,423
200,411.7375691623963,397
201,497.27554227836015,461
193,389.09066393670287,415
179,461.35418415855247,400
187,385.6477222638779,433
182,481.2467360459859,435
171,481.36150076841335,420
172,478.9514415974359,467
155,491.6903257868884,448
158,529.7539587253428,497
160,598.1154783846573,507
157,537.2136656831303,485
