label_num,area,raw_label
579,771.4867190651349,579
355,694.3648255938544,565
341,690.6923544761746,569
304,652.9347607975269,542
304,723.5533199979155,539
289,654.4267021890844,549
282,552.8981777482221,583
272,697.9990418040588,588
269,759.283403580344,622
253,640.6549354977842,533
261,668.3132336028118,573
249,725.9633791688931,588
238,715.3285148906114,559
241,758.9773643205374,625
221,691.7634918854978,556
218,727.8761245426847,595
216,746.9653233731256,604
201,603.0121065415641,508
201,595.896693751059,526
210,676.3850190802127,575
208,556.3411194210471,603
188,644.1743869855609,593
190,672.0622145354436,581
179,730.324438621138,610
193,663.8756643356152,618
173,647.6555835658618,531
183,580.5182209457739,576
170,697.4252181919212,607
170,695.627237540557,571
