Volume_pre,Volume_post,Distance,Nearest Label,Volume_diff,isFusion,Frame,Label
0.7268432420408372,0.5355687046616695,12.3082523045412,11.0,1.0000000000000004,1.0,0.0,1.0
0.7650981495166708,0.0,3.453259329966401,6.0,1.0000000000000004,1.0,0.0,1.0
0.0,3.595961302728353,12.132007432649301,6.0,-0.6923076923076923,0.0,2.0,1.0
0.6503334270891701,0.0,16.500498052669776,9.0,0.37500000000000006,1.0,2.0,1.0
3.595961302728353,0.2295294448550012,12.132007432649301,6.0,0.37500000000000006,1.0,2.0,1.0
0.2295294448550012,0.9181177794200048,10.61870728688028,6.0,-0.27272727272727276,0.0,4.0,1.0
0.9181177794200048,0.0,10.61870728688028,6.0,0.75,1.0,4.0,1.0
0.4590588897100024,0.0,25.268557536986556,18.0,1.7142857142857146,1.0,5.0,1.0
2.2570395410741786,1.721470836412509,10.690522614535954,11.0,1.7142857142857146,1.0,5.0,1.0
1.0328825018475054,2.371804263501679,13.011964666790176,12.0,-0.8333333333333334,0.0,11.0,1.0
2.371804263501679,1.2624119467025066,13.011964666790176,12.0,0.2857142857142858,1.0,11.0,1.0
2.027510096219177,3.175157320494184,8.15481106667523,6.0,-0.5384615384615384,0.0,14.0,1.0
4.0167652849625215,4.361059452245023,6.020797289396148,9.0,-0.5384615384615384,0.0,14.0,1.0
3.175157320494184,0.0,8.15481106667523,6.0,1.6666666666666667,1.0,14.0,1.0
1.071137409323339,0.5738236121375031,6.376375401849082,11.0,1.25,1.0,15.0,1.0
6.656353900795036,3.863745655059187,10.343085387912605,9.0,1.25,1.0,15.0,1.0
0.4973137971858359,0.0,24.014911541193765,14.0,1.9230769230769234,1.0,0.0,3.0
0.7650981495166708,0.0,1.2010412149464296,5.0,1.9230769230769234,1.0,0.0,3.0
1.721470836412509,1.491941391557508,25.676621446149966,17.0,0.2105263157894739,1.0,1.0,3.0
0.2295294448550012,0.0,1.118033988749895,5.0,1.0,1.0,7.0,3.0
1.5301962990333413,1.491941391557508,14.277659559605699,14.0,1.0,1.0,7.0,3.0
1.491941391557508,1.6832159289366757,13.722672057404171,14.0,-0.35,0.0,9.0,3.0
1.491941391557508,1.3006668541783402,20.353354517258158,14.0,0.19512195121951253,1.0,4.0,5.0
0.0,0.7650981495166708,2.385372088375288,3.0,-0.8,0.0,7.0,5.0
0.8416079644683379,1.5301962990333413,19.48657390358808,14.0,-0.8,0.0,7.0,5.0
0.4208039822341689,0.3060392598066683,8.808804761278001,1.0,3.0000000000000004,1.0,3.0,6.0
1.644961021460842,0.7268432420408372,6.5,11.0,3.0000000000000004,1.0,3.0,6.0
0.4973137971858359,0.2295294448550012,1.3099527973789498,1.0,0.5660377358490573,1.0,13.0,6.0
2.2952944485500124,2.1805297261225114,2.918230294704321,12.0,0.5660377358490573,1.0,13.0,6.0
0.6120785196133366,0.0,4.881406047441659,2.0,0.1538461538461538,1.0,0.0,7.0
2.8691180606875157,1.5301962990333413,10.407535731382342,21.0,0.1538461538461538,1.0,0.0,7.0
0.8416079644683379,0.8798628719441713,42.93380846445793,32.0,-0.34228187919463077,0.0,6.0,7.0
1.644961021460842,6.312059733512534,57.2233441098221,68.0,-0.34228187919463077,0.0,6.0,7.0
