combination_threshold,area_threshold,num_neighbor,tpr,fpr,auc,precesion,recall,f1_score
100,0.0_,3,1.0,1.0,-0.8051289926289924,0.6407766990291263,1.0,0.7810650887573964
100,0.25,3,0.8409090909090909,0.40540540540540543,-0.8051289926289924,0.7872340425531915,0.8409090909090909,0.8131868131868133
100,0.5_,3,0.6742424242424242,0.16216216216216217,-0.8051289926289924,0.8811881188118812,0.6742424242424242,0.7639484978540773
100,0.75,3,0.5303030303030303,0.0945945945945946,-0.8051289926289924,0.9090909090909091,0.5303030303030303,0.6698564593301435
100,1.0_,3,0.42424242424242425,0.05405405405405406,-0.8051289926289924,0.9333333333333333,0.42424242424242425,0.5833333333333333
100,1.25,3,0.3181818181818182,0.04054054054054054,-0.8051289926289924,0.9333333333333333,0.3181818181818182,0.47457627118644075
100,1.5_,3,0.29545454545454547,0.02702702702702703,-0.8051289926289924,0.9512195121951219,0.29545454545454547,0.45086705202312144
100,1.75,3,0.25,0.02702702702702703,-0.8051289926289924,0.9428571428571428,0.25,0.39520958083832336
100,2.0_,3,0.22727272727272727,0.02702702702702703,-0.8051289926289924,0.9375,0.22727272727272727,0.36585365853658536
100,2.25,3,0.18181818181818182,0.013513513513513514,-0.8051289926289924,0.96,0.18181818181818182,0.3057324840764331
100,2.5_,3,0.14393939393939395,0.013513513513513514,-0.8051289926289924,0.95,0.14393939393939395,0.25
100,2.75,3,0.13636363636363635,0.013513513513513514,-0.8051289926289924,0.9473684210526315,0.13636363636363635,0.23841059602649003
100,3.0_,3,0.09848484848484848,0.0,-0.8051289926289924,1.0,0.09848484848484848,0.1793103448275862
100,3.25,3,0.06818181818181818,0.0,-0.8051289926289924,1.0,0.06818181818181818,0.1276595744680851
100,3.5_,3,0.06818181818181818,0.0,-0.8051289926289924,1.0,0.06818181818181818,0.1276595744680851
100,3.75,3,0.03787878787878788,0.0,-0.8051289926289924,1.0,0.03787878787878788,0.07299270072992702
100,4.0_,3,0.030303030303030304,0.0,-0.8051289926289924,1.0,0.030303030303030304,0.05882352941176471
100,4.25,3,0.022727272727272728,0.0,-0.8051289926289924,1.0,0.022727272727272728,0.044444444444444446
100,4.5_,3,0.007575757575757576,0.0,-0.8051289926289924,1.0,0.007575757575757576,0.015037593984962407
100,4.75,3,0.007575757575757576,0.0,-0.8051289926289924,1.0,0.007575757575757576,0.015037593984962407
100,5.0_,3,0.0,0.0,-0.8051289926289924,nan,0.0,nan
