combination_threshold,area_threshold,num_neighbor,tpr,fpr,auc,precesion,recall,f1_score
10,0.0_,3,1.0,1.0,-0.81203125,0.6305418719211823,1.0,0.7734138972809668
10,0.25,3,0.8359375,0.37333333333333335,-0.81203125,0.7925925925925926,0.8359375,0.8136882129277566
10,0.5_,3,0.65625,0.13333333333333333,-0.81203125,0.8936170212765957,0.65625,0.7567567567567568
10,0.75,3,0.5078125,0.06666666666666667,-0.81203125,0.9285714285714286,0.5078125,0.6565656565656566
10,1.0_,3,0.40625,0.05333333333333334,-0.81203125,0.9285714285714286,0.40625,0.5652173913043478
10,1.25,3,0.3046875,0.04,-0.81203125,0.9285714285714286,0.3046875,0.4588235294117647
10,1.5_,3,0.2890625,0.02666666666666667,-0.81203125,0.9487179487179487,0.2890625,0.4431137724550898
10,1.75,3,0.2421875,0.02666666666666667,-0.81203125,0.9393939393939394,0.2421875,0.38509316770186336
10,2.0_,3,0.21875,0.02666666666666667,-0.81203125,0.9333333333333333,0.21875,0.35443037974683544
10,2.25,3,0.171875,0.013333333333333334,-0.81203125,0.9565217391304348,0.171875,0.2913907284768212
10,2.5_,3,0.1328125,0.013333333333333334,-0.81203125,0.9444444444444444,0.1328125,0.2328767123287671
10,2.75,3,0.1328125,0.013333333333333334,-0.81203125,0.9444444444444444,0.1328125,0.2328767123287671
10,3.0_,3,0.09375,0.0,-0.81203125,1.0,0.09375,0.17142857142857143
10,3.25,3,0.0625,0.0,-0.81203125,1.0,0.0625,0.11764705882352941
10,3.5_,3,0.0625,0.0,-0.81203125,1.0,0.0625,0.11764705882352941
10,3.75,3,0.03125,0.0,-0.81203125,1.0,0.03125,0.06060606060606061
10,4.0_,3,0.03125,0.0,-0.81203125,1.0,0.03125,0.06060606060606061
10,4.25,3,0.0234375,0.0,-0.81203125,1.0,0.0234375,0.04580152671755725
10,4.5_,3,0.0078125,0.0,-0.81203125,1.0,0.0078125,0.015503875968992248
10,4.75,3,0.0078125,0.0,-0.81203125,1.0,0.0078125,0.015503875968992248
10,5.0_,3,0.0,0.0,-0.81203125,nan,0.0,nan
