combination_threshold,area_threshold,num_neighbor,tpr,fpr,auc,precesion,recall,f1_score
19,0.0_,3,1.0,1.0,-0.8091908091908093,0.6280193236714976,1.0,0.771513353115727
19,0.25,3,0.8384615384615385,0.38961038961038963,-0.8091908091908093,0.7841726618705036,0.8384615384615385,0.8104089219330854
19,0.5_,3,0.6615384615384615,0.14285714285714285,-0.8091908091908093,0.8865979381443299,0.6615384615384615,0.7577092511013216
19,0.75,3,0.5153846153846153,0.07792207792207792,-0.8091908091908093,0.9178082191780822,0.5153846153846153,0.6600985221674877
19,1.0_,3,0.4153846153846154,0.05194805194805195,-0.8091908091908093,0.9310344827586207,0.4153846153846154,0.574468085106383
19,1.25,3,0.3076923076923077,0.03896103896103896,-0.8091908091908093,0.9302325581395349,0.3076923076923077,0.4624277456647398
19,1.5_,3,0.2923076923076923,0.025974025974025976,-0.8091908091908093,0.95,0.2923076923076923,0.44705882352941173
19,1.75,3,0.24615384615384617,0.025974025974025976,-0.8091908091908093,0.9411764705882353,0.24615384615384617,0.3902439024390244
19,2.0_,3,0.2230769230769231,0.025974025974025976,-0.8091908091908093,0.9354838709677419,0.2230769230769231,0.36024844720496896
19,2.25,3,0.17692307692307693,0.012987012987012988,-0.8091908091908093,0.9583333333333334,0.17692307692307693,0.29870129870129875
19,2.5_,3,0.13846153846153847,0.012987012987012988,-0.8091908091908093,0.9473684210526315,0.13846153846153847,0.24161073825503354
19,2.75,3,0.13846153846153847,0.012987012987012988,-0.8091908091908093,0.9473684210526315,0.13846153846153847,0.24161073825503354
19,3.0_,3,0.1,0.0,-0.8091908091908093,1.0,0.1,0.18181818181818182
19,3.25,3,0.06923076923076923,0.0,-0.8091908091908093,1.0,0.06923076923076923,0.12949640287769784
19,3.5_,3,0.06923076923076923,0.0,-0.8091908091908093,1.0,0.06923076923076923,0.12949640287769784
19,3.75,3,0.038461538461538464,0.0,-0.8091908091908093,1.0,0.038461538461538464,0.07407407407407407
19,4.0_,3,0.03076923076923077,0.0,-0.8091908091908093,1.0,0.03076923076923077,0.059701492537313446
19,4.25,3,0.023076923076923078,0.0,-0.8091908091908093,1.0,0.023076923076923078,0.04511278195488722
19,4.5_,3,0.007692307692307693,0.0,-0.8091908091908093,1.0,0.007692307692307693,0.015267175572519085
19,4.75,3,0.007692307692307693,0.0,-0.8091908091908093,1.0,0.007692307692307693,0.015267175572519085
19,5.0_,3,0.0,0.0,-0.8091908091908093,nan,0.0,nan
