combination_threshold,area_threshold,num_neighbor,tpr,fpr,auc,precesion,recall,f1_score
17,0.0_,3,1.0,1.0,-0.8077116681767845,0.6262135922330098,1.0,0.7701492537313434
17,0.25,3,0.8372093023255814,0.38961038961038963,-0.8077116681767845,0.782608695652174,0.8372093023255814,0.8089887640449438
17,0.5_,3,0.6589147286821705,0.14285714285714285,-0.8077116681767845,0.8854166666666666,0.6589147286821705,0.7555555555555554
17,0.75,3,0.5116279069767442,0.07792207792207792,-0.8077116681767845,0.9166666666666666,0.5116279069767442,0.6567164179104478
17,1.0_,3,0.4108527131782946,0.05194805194805195,-0.8077116681767845,0.9298245614035088,0.4108527131782946,0.5698924731182795
17,1.25,3,0.3023255813953488,0.03896103896103896,-0.8077116681767845,0.9285714285714286,0.3023255813953488,0.456140350877193
17,1.5_,3,0.2868217054263566,0.025974025974025976,-0.8077116681767845,0.9487179487179487,0.2868217054263566,0.44047619047619047
17,1.75,3,0.24031007751937986,0.025974025974025976,-0.8077116681767845,0.9393939393939394,0.24031007751937986,0.38271604938271603
17,2.0_,3,0.21705426356589147,0.025974025974025976,-0.8077116681767845,0.9333333333333333,0.21705426356589147,0.35220125786163525
17,2.25,3,0.17054263565891473,0.012987012987012988,-0.8077116681767845,0.9565217391304348,0.17054263565891473,0.2894736842105263
17,2.5_,3,0.13178294573643412,0.012987012987012988,-0.8077116681767845,0.9444444444444444,0.13178294573643412,0.23129251700680273
17,2.75,3,0.13178294573643412,0.012987012987012988,-0.8077116681767845,0.9444444444444444,0.13178294573643412,0.23129251700680273
17,3.0_,3,0.09302325581395349,0.0,-0.8077116681767845,1.0,0.09302325581395349,0.1702127659574468
17,3.25,3,0.06201550387596899,0.0,-0.8077116681767845,1.0,0.06201550387596899,0.1167883211678832
17,3.5_,3,0.06201550387596899,0.0,-0.8077116681767845,1.0,0.06201550387596899,0.1167883211678832
17,3.75,3,0.031007751937984496,0.0,-0.8077116681767845,1.0,0.031007751937984496,0.06015037593984962
17,4.0_,3,0.031007751937984496,0.0,-0.8077116681767845,1.0,0.031007751937984496,0.06015037593984962
17,4.25,3,0.023255813953488372,0.0,-0.8077116681767845,1.0,0.023255813953488372,0.04545454545454545
17,4.5_,3,0.007751937984496124,0.0,-0.8077116681767845,1.0,0.007751937984496124,0.015384615384615384
17,4.75,3,0.007751937984496124,0.0,-0.8077116681767845,1.0,0.007751937984496124,0.015384615384615384
17,5.0_,3,0.0,0.0,-0.8077116681767845,nan,0.0,nan
