combination_threshold,area_threshold,num_neighbor,tpr,fpr,auc,precesion,recall,f1_score
15,0.0_,3,1.0,1.0,-0.808496532027744,0.6292682926829268,1.0,0.7724550898203593
15,0.25,3,0.8372093023255814,0.3815789473684211,-0.808496532027744,0.7883211678832117,0.8372093023255814,0.81203007518797
15,0.5_,3,0.6589147286821705,0.14473684210526316,-0.808496532027744,0.8854166666666666,0.6589147286821705,0.7555555555555554
15,0.75,3,0.5116279069767442,0.07894736842105263,-0.808496532027744,0.9166666666666666,0.5116279069767442,0.6567164179104478
15,1.0_,3,0.4108527131782946,0.05263157894736842,-0.808496532027744,0.9298245614035088,0.4108527131782946,0.5698924731182795
15,1.25,3,0.3023255813953488,0.039473684210526314,-0.808496532027744,0.9285714285714286,0.3023255813953488,0.456140350877193
15,1.5_,3,0.2868217054263566,0.02631578947368421,-0.808496532027744,0.9487179487179487,0.2868217054263566,0.44047619047619047
15,1.75,3,0.24031007751937986,0.02631578947368421,-0.808496532027744,0.9393939393939394,0.24031007751937986,0.38271604938271603
15,2.0_,3,0.21705426356589147,0.02631578947368421,-0.808496532027744,0.9333333333333333,0.21705426356589147,0.35220125786163525
15,2.25,3,0.17054263565891473,0.013157894736842105,-0.808496532027744,0.9565217391304348,0.17054263565891473,0.2894736842105263
15,2.5_,3,0.13178294573643412,0.013157894736842105,-0.808496532027744,0.9444444444444444,0.13178294573643412,0.23129251700680273
15,2.75,3,0.13178294573643412,0.013157894736842105,-0.808496532027744,0.9444444444444444,0.13178294573643412,0.23129251700680273
15,3.0_,3,0.09302325581395349,0.0,-0.808496532027744,1.0,0.09302325581395349,0.1702127659574468
15,3.25,3,0.06201550387596899,0.0,-0.808496532027744,1.0,0.06201550387596899,0.1167883211678832
15,3.5_,3,0.06201550387596899,0.0,-0.808496532027744,1.0,0.06201550387596899,0.1167883211678832
15,3.75,3,0.031007751937984496,0.0,-0.808496532027744,1.0,0.031007751937984496,0.06015037593984962
15,4.0_,3,0.031007751937984496,0.0,-0.808496532027744,1.0,0.031007751937984496,0.06015037593984962
15,4.25,3,0.023255813953488372,0.0,-0.808496532027744,1.0,0.023255813953488372,0.04545454545454545
15,4.5_,3,0.007751937984496124,0.0,-0.808496532027744,1.0,0.007751937984496124,0.015384615384615384
15,4.75,3,0.007751937984496124,0.0,-0.808496532027744,1.0,0.007751937984496124,0.015384615384615384
15,5.0_,3,0.0,0.0,-0.808496532027744,nan,0.0,nan
