combination_threshold,area_threshold,num_neighbor,tpr,fpr,auc,precesion,recall,f1_score
50,0.0_,3,1.0,1.0,-0.8069638694638694,0.6285714285714286,1.0,0.7719298245614035
50,0.25,3,0.8409090909090909,0.3974358974358974,-0.8069638694638694,0.7816901408450704,0.8409090909090909,0.8102189781021898
50,0.5_,3,0.6666666666666666,0.15384615384615385,-0.8069638694638694,0.88,0.6666666666666666,0.7586206896551725
50,0.75,3,0.5227272727272727,0.08974358974358974,-0.8069638694638694,0.9078947368421053,0.5227272727272727,0.6634615384615384
50,1.0_,3,0.4166666666666667,0.05128205128205128,-0.8069638694638694,0.9322033898305084,0.4166666666666667,0.5759162303664921
50,1.25,3,0.3106060606060606,0.038461538461538464,-0.8069638694638694,0.9318181818181818,0.3106060606060606,0.4659090909090909
50,1.5_,3,0.2878787878787879,0.02564102564102564,-0.8069638694638694,0.95,0.2878787878787879,0.44186046511627913
50,1.75,3,0.24242424242424243,0.02564102564102564,-0.8069638694638694,0.9411764705882353,0.24242424242424243,0.3855421686746988
50,2.0_,3,0.2196969696969697,0.02564102564102564,-0.8069638694638694,0.9354838709677419,0.2196969696969697,0.3558282208588957
50,2.25,3,0.17424242424242425,0.01282051282051282,-0.8069638694638694,0.9583333333333334,0.17424242424242425,0.29487179487179493
50,2.5_,3,0.13636363636363635,0.01282051282051282,-0.8069638694638694,0.9473684210526315,0.13636363636363635,0.23841059602649003
50,2.75,3,0.13636363636363635,0.01282051282051282,-0.8069638694638694,0.9473684210526315,0.13636363636363635,0.23841059602649003
50,3.0_,3,0.09848484848484848,0.0,-0.8069638694638694,1.0,0.09848484848484848,0.1793103448275862
50,3.25,3,0.06818181818181818,0.0,-0.8069638694638694,1.0,0.06818181818181818,0.1276595744680851
50,3.5_,3,0.06818181818181818,0.0,-0.8069638694638694,1.0,0.06818181818181818,0.1276595744680851
50,3.75,3,0.03787878787878788,0.0,-0.8069638694638694,1.0,0.03787878787878788,0.07299270072992702
50,4.0_,3,0.030303030303030304,0.0,-0.8069638694638694,1.0,0.030303030303030304,0.05882352941176471
50,4.25,3,0.022727272727272728,0.0,-0.8069638694638694,1.0,0.022727272727272728,0.044444444444444446
50,4.5_,3,0.007575757575757576,0.0,-0.8069638694638694,1.0,0.007575757575757576,0.015037593984962407
50,4.75,3,0.007575757575757576,0.0,-0.8069638694638694,1.0,0.007575757575757576,0.015037593984962407
50,5.0_,3,0.0,0.0,-0.8069638694638694,nan,0.0,nan
