combination_threshold,area_threshold,num_neighbor,tpr,fpr,auc,precesion,recall,f1_score
75,0.0_,3,1.0,1.0,-0.808222479275111,0.6303317535545023,1.0,0.7732558139534883
75,0.25,3,0.8421052631578947,0.3974358974358974,-0.808222479275111,0.7832167832167832,0.8421052631578947,0.8115942028985507
75,0.5_,3,0.6691729323308271,0.15384615384615385,-0.808222479275111,0.8811881188118812,0.6691729323308271,0.7606837606837606
75,0.75,3,0.5263157894736842,0.08974358974358974,-0.808222479275111,0.9090909090909091,0.5263157894736842,0.6666666666666666
75,1.0_,3,0.42105263157894735,0.05128205128205128,-0.808222479275111,0.9333333333333333,0.42105263157894735,0.5803108808290155
75,1.25,3,0.3157894736842105,0.038461538461538464,-0.808222479275111,0.9333333333333333,0.3157894736842105,0.47191011235955055
75,1.5_,3,0.2932330827067669,0.02564102564102564,-0.808222479275111,0.9512195121951219,0.2932330827067669,0.44827586206896547
75,1.75,3,0.24060150375939848,0.02564102564102564,-0.808222479275111,0.9411764705882353,0.24060150375939848,0.3832335329341317
75,2.0_,3,0.21804511278195488,0.02564102564102564,-0.808222479275111,0.9354838709677419,0.21804511278195488,0.3536585365853659
75,2.25,3,0.17293233082706766,0.01282051282051282,-0.808222479275111,0.9583333333333334,0.17293233082706766,0.29299363057324834
75,2.5_,3,0.13533834586466165,0.01282051282051282,-0.808222479275111,0.9473684210526315,0.13533834586466165,0.23684210526315788
75,2.75,3,0.13533834586466165,0.01282051282051282,-0.808222479275111,0.9473684210526315,0.13533834586466165,0.23684210526315788
75,3.0_,3,0.09774436090225563,0.0,-0.808222479275111,1.0,0.09774436090225563,0.1780821917808219
75,3.25,3,0.06766917293233082,0.0,-0.808222479275111,1.0,0.06766917293233082,0.1267605633802817
75,3.5_,3,0.06766917293233082,0.0,-0.808222479275111,1.0,0.06766917293233082,0.1267605633802817
75,3.75,3,0.03759398496240601,0.0,-0.808222479275111,1.0,0.03759398496240601,0.07246376811594202
75,4.0_,3,0.03007518796992481,0.0,-0.808222479275111,1.0,0.03007518796992481,0.058394160583941604
75,4.25,3,0.022556390977443608,0.0,-0.808222479275111,1.0,0.022556390977443608,0.04411764705882353
75,4.5_,3,0.007518796992481203,0.0,-0.808222479275111,1.0,0.007518796992481203,0.014925373134328356
75,4.75,3,0.007518796992481203,0.0,-0.808222479275111,1.0,0.007518796992481203,0.014925373134328356
75,5.0_,3,0.0,0.0,-0.808222479275111,nan,0.0,nan
