Volume_pre,Volume_post,Distance,Nearest Label,Volume_diff,isFusion,Frame,Label
0.041265111170211,0.0,5.181898397876705,12.0,1.2696957283141845,1.0,30.0,1.0
0.2888557781914769,0.0253939145662836,7.032549139881239,5.0,1.4760212841652391,1.0,127.0,3.0
0.0253939145662836,0.47296165879703367,8.246211251235321,5.0,-1.5998166176758728,0.0,129.0,3.0
0.2793330602291206,0.0,7.752698810283759,5.0,1.364922907937748,1.0,136.0,3.0
0.0539620684533528,0.0,42.581288026143575,16.0,2.3806794905890962,1.0,0.0,18.0
0.1269695728314184,0.0698332650572801,9.836221327318723,19.0,2.3806794905890962,1.0,0.0,18.0
2.352111336702027,0.0190454359247127,7.838066555315128,20.0,2.3806794905890962,1.0,0.0,18.0
0.1142726155482766,1.374445625900105,17.926373703362778,20.0,-1.3522259506546064,0.0,20.0,18.0
2.3108462255318147,2.4727324308918734,13.58599278669025,0.0,-1.3522259506546064,0.0,20.0,18.0
1.374445625900105,0.03491663252864,17.926373703362778,20.0,1.3903168225040323,1.0,20.0,18.0
0.6856356932896597,0.5618403597790267,26.82960484857331,29.0,1.3363547540506797,1.0,42.0,18.0
0.730075043780656,0.0190454359247127,16.966366746289474,20.0,1.3363547540506797,1.0,42.0,18.0
3.044095508633257,2.913951696481053,5.668565885941474,0.0,1.3363547540506797,1.0,42.0,18.0
0.6856356932896597,0.0,13.091937246323685,20.0,1.590293899713516,1.0,94.0,18.0
0.0,0.565014599099812,16.64331697709324,20.0,-1.3776198652208915,0.0,106.0,18.0
4.221738296644663,5.44064619582628,6.850547423381588,0.0,-1.3776198652208915,0.0,106.0,18.0
0.565014599099812,0.0,16.64331697709324,20.0,1.7490058657527898,1.0,106.0,18.0
5.44064619582628,5.208926725408941,6.850547423381588,0.0,1.7490058657527898,1.0,106.0,18.0
0.0571363077741383,0.9300521209901402,12.15887491645523,29.0,-1.4823697628068109,0.0,108.0,18.0
1.4760212841652396,0.0,15.17157296392042,20.0,3.107580295048968,1.0,121.0,18.0
0.0,0.866567334574431,4.3463516526179315,20.0,-3.4123072698443715,0.0,123.0,18.0
1.5712484637888036,0.0,15.57580998039107,20.0,1.9426344643207019,1.0,124.0,18.0
6.799220625122459,6.5833723513090465,22.825424421026653,0.0,1.9426344643207019,1.0,124.0,18.0
29.003024674016764,26.631867901390027,29.73587118586831,22.0,1.9426344643207019,1.0,124.0,18.0
0.0,2.3489370973812416,14.856028639066448,20.0,-2.2537099177576776,0.0,126.0,18.0
