combination_threshold,area_threshold,num_neighbor,tpr,fpr,auc,precesion,recall,f1_score
50,0.00,3,0.9629629629629629,0.5128205128205128,-0.34293552812071326,0.7452229299363057,0.9629629629629629,0.8402154398563735
50,0.25,3,0.897119341563786,0.3974358974358974,-0.34293552812071326,0.7785714285714286,0.897119341563786,0.8336520076481835
50,0.50,3,0.8106995884773662,0.3076923076923077,-0.34293552812071326,0.8040816326530612,0.8106995884773662,0.8073770491803278
50,0.75,3,0.7448559670781894,0.27564102564102566,-0.34293552812071326,0.8080357142857143,0.7448559670781894,0.7751605995717344
50,1.00,3,0.6666666666666666,0.1987179487179487,-0.34293552812071326,0.8393782383419689,0.6666666666666666,0.7431192660550459
50,1.25,3,0.5967078189300411,0.16666666666666666,-0.34293552812071326,0.847953216374269,0.5967078189300411,0.7004830917874396
50,1.50,3,0.5267489711934157,0.1346153846153846,-0.34293552812071326,0.8590604026845637,0.5267489711934157,0.653061224489796
50,1.75,3,0.48148148148148145,0.11538461538461539,-0.34293552812071326,0.8666666666666667,0.48148148148148145,0.6190476190476191
50,2.00,3,0.4279835390946502,0.08333333333333333,-0.34293552812071326,0.8888888888888888,0.4279835390946502,0.5777777777777777
50,2.25,3,0.40329218106995884,0.0641025641025641,-0.34293552812071326,0.9074074074074074,0.40329218106995884,0.5584045584045585
50,2.50,3,0.34156378600823045,0.0641025641025641,-0.34293552812071326,0.8924731182795699,0.34156378600823045,0.49404761904761907
50,2.75,3,0.3168724279835391,0.05128205128205128,-0.34293552812071326,0.9058823529411765,0.3168724279835391,0.4695121951219512
50,3.00,3,0.27983539094650206,0.05128205128205128,-0.34293552812071326,0.8947368421052632,0.27983539094650206,0.426332288401254
50,3.25,3,0.24279835390946503,0.04487179487179487,-0.34293552812071326,0.8939393939393939,0.24279835390946503,0.3818770226537217
50,3.50,3,0.205761316872428,0.038461538461538464,-0.34293552812071326,0.8928571428571429,0.205761316872428,0.33444816053511706
50,3.75,3,0.1934156378600823,0.038461538461538464,-0.34293552812071326,0.8867924528301887,0.1934156378600823,0.31756756756756754
50,4.00,3,0.16872427983539096,0.03205128205128205,-0.34293552812071326,0.8913043478260869,0.16872427983539096,0.2837370242214533
50,4.25,3,0.14814814814814814,0.03205128205128205,-0.34293552812071326,0.8780487804878049,0.14814814814814814,0.2535211267605633
50,4.50,3,0.13168724279835392,0.03205128205128205,-0.34293552812071326,0.8648648648648649,0.13168724279835392,0.2285714285714286
50,4.75,3,0.10699588477366255,0.02564102564102564,-0.34293552812071326,0.8666666666666667,0.10699588477366255,0.19047619047619047
50,5.00,3,0.102880658436214,0.02564102564102564,-0.34293552812071326,0.8620689655172413,0.102880658436214,0.18382352941176472
