combination_threshold,area_threshold,num_neighbor,tpr,fpr,auc,precesion,recall,f1_score
23,0.00,3,0.9382716049382716,0.46794871794871795,-0.32085575604094124,0.7574750830564784,0.9382716049382716,0.8382352941176471
23,0.25,3,0.8724279835390947,0.3525641025641026,-0.32085575604094124,0.7940074906367042,0.8724279835390947,0.8313725490196079
23,0.50,3,0.7860082304526749,0.26282051282051283,-0.32085575604094124,0.8232758620689655,0.7860082304526749,0.8042105263157896
23,0.75,3,0.720164609053498,0.23076923076923078,-0.32085575604094124,0.8293838862559242,0.720164609053498,0.7709251101321587
23,1.00,3,0.6419753086419753,0.15384615384615385,-0.32085575604094124,0.8666666666666667,0.6419753086419753,0.7375886524822695
23,1.25,3,0.5720164609053497,0.1282051282051282,-0.32085575604094124,0.8742138364779874,0.5720164609053497,0.691542288557214
23,1.50,3,0.5020576131687243,0.09615384615384616,-0.32085575604094124,0.8905109489051095,0.5020576131687243,0.6421052631578947
23,1.75,3,0.4609053497942387,0.07692307692307693,-0.32085575604094124,0.9032258064516129,0.4609053497942387,0.6103542234332425
23,2.00,3,0.4074074074074074,0.057692307692307696,-0.32085575604094124,0.9166666666666666,0.4074074074074074,0.5641025641025641
23,2.25,3,0.3868312757201646,0.038461538461538464,-0.32085575604094124,0.94,0.3868312757201646,0.5481049562682216
23,2.50,3,0.32510288065843623,0.038461538461538464,-0.32085575604094124,0.9294117647058824,0.32510288065843623,0.48170731707317077
23,2.75,3,0.3004115226337449,0.02564102564102564,-0.32085575604094124,0.948051948051948,0.3004115226337449,0.45625000000000004
23,3.00,3,0.26337448559670784,0.02564102564102564,-0.32085575604094124,0.9411764705882353,0.26337448559670784,0.4115755627009647
23,3.25,3,0.2345679012345679,0.019230769230769232,-0.32085575604094124,0.95,0.2345679012345679,0.37623762376237624
23,3.50,3,0.19753086419753085,0.019230769230769232,-0.32085575604094124,0.9411764705882353,0.19753086419753085,0.326530612244898
23,3.75,3,0.18518518518518517,0.019230769230769232,-0.32085575604094124,0.9375,0.18518518518518517,0.30927835051546393
23,4.00,3,0.16049382716049382,0.01282051282051282,-0.32085575604094124,0.9512195121951219,0.16049382716049382,0.27464788732394363
23,4.25,3,0.13991769547325103,0.01282051282051282,-0.32085575604094124,0.9444444444444444,0.13991769547325103,0.24372759856630824
23,4.50,3,0.12345679012345678,0.01282051282051282,-0.32085575604094124,0.9375,0.12345679012345678,0.21818181818181814
23,4.75,3,0.09876543209876543,0.00641025641025641,-0.32085575604094124,0.96,0.09876543209876543,0.1791044776119403
23,5.00,3,0.09465020576131687,0.00641025641025641,-0.32085575604094124,0.9583333333333334,0.09465020576131687,0.17228464419475653
