combination_threshold,area_threshold,num_neighbor,tpr,fpr,auc,precesion,recall,f1_score
17,0.00,3,0.9218106995884774,0.4551282051282051,-0.30854964651260947,0.7593220338983051,0.9218106995884774,0.8327137546468402
17,0.25,3,0.8559670781893004,0.33974358974358976,-0.30854964651260947,0.7969348659003831,0.8559670781893004,0.8253968253968254
17,0.50,3,0.7695473251028807,0.25,-0.30854964651260947,0.827433628318584,0.7695473251028807,0.7974413646055438
17,0.75,3,0.7037037037037037,0.21794871794871795,-0.30854964651260947,0.8341463414634146,0.7037037037037037,0.7633928571428572
17,1.00,3,0.6255144032921811,0.14102564102564102,-0.30854964651260947,0.8735632183908046,0.6255144032921811,0.7290167865707435
17,1.25,3,0.5555555555555556,0.11538461538461539,-0.30854964651260947,0.8823529411764706,0.5555555555555556,0.6818181818181819
17,1.50,3,0.48559670781893005,0.08333333333333333,-0.30854964651260947,0.9007633587786259,0.48559670781893005,0.6310160427807486
17,1.75,3,0.448559670781893,0.0641025641025641,-0.30854964651260947,0.9159663865546218,0.448559670781893,0.6022099447513812
17,2.00,3,0.3950617283950617,0.05128205128205128,-0.30854964651260947,0.9230769230769231,0.3950617283950617,0.553314121037464
17,2.25,3,0.37448559670781895,0.038461538461538464,-0.30854964651260947,0.9381443298969072,0.37448559670781895,0.5352941176470589
17,2.50,3,0.31275720164609055,0.038461538461538464,-0.30854964651260947,0.926829268292683,0.31275720164609055,0.46769230769230774
17,2.75,3,0.2880658436213992,0.02564102564102564,-0.30854964651260947,0.9459459459459459,0.2880658436213992,0.44164037854889593
17,3.00,3,0.25102880658436216,0.02564102564102564,-0.30854964651260947,0.9384615384615385,0.25102880658436216,0.3961038961038961
17,3.25,3,0.22633744855967078,0.019230769230769232,-0.30854964651260947,0.9482758620689655,0.22633744855967078,0.3654485049833887
17,3.50,3,0.1934156378600823,0.019230769230769232,-0.30854964651260947,0.94,0.1934156378600823,0.32081911262798635
17,3.75,3,0.18106995884773663,0.019230769230769232,-0.30854964651260947,0.9361702127659575,0.18106995884773663,0.30344827586206896
17,4.00,3,0.15637860082304528,0.01282051282051282,-0.30854964651260947,0.95,0.15637860082304528,0.26855123674911663
17,4.25,3,0.13580246913580246,0.01282051282051282,-0.30854964651260947,0.9428571428571428,0.13580246913580246,0.23741007194244607
17,4.50,3,0.11934156378600823,0.01282051282051282,-0.30854964651260947,0.9354838709677419,0.11934156378600823,0.21167883211678834
17,4.75,3,0.09876543209876543,0.00641025641025641,-0.30854964651260947,0.96,0.09876543209876543,0.1791044776119403
17,5.00,3,0.09465020576131687,0.00641025641025641,-0.30854964651260947,0.9583333333333334,0.09465020576131687,0.17228464419475653
