combination_threshold,area_threshold,num_neighbor,tpr,fpr,auc,precesion,recall,f1_score
21,0.00,3,0.9300411522633745,0.46794871794871795,-0.31712303471562736,0.7558528428093646,0.9300411522633745,0.8339483394833949
21,0.25,3,0.8641975308641975,0.3525641025641026,-0.31712303471562736,0.7924528301886793,0.8641975308641975,0.8267716535433071
21,0.50,3,0.7777777777777778,0.26282051282051283,-0.31712303471562736,0.8217391304347826,0.7777777777777778,0.799154334038055
21,0.75,3,0.7119341563786008,0.23076923076923078,-0.31712303471562736,0.8277511961722488,0.7119341563786008,0.7654867256637168
21,1.00,3,0.6337448559670782,0.15384615384615385,-0.31712303471562736,0.8651685393258427,0.6337448559670782,0.7315914489311164
21,1.25,3,0.5637860082304527,0.1282051282051282,-0.31712303471562736,0.8726114649681529,0.5637860082304527,0.685
21,1.50,3,0.49382716049382713,0.09615384615384616,-0.31712303471562736,0.8888888888888888,0.49382716049382713,0.6349206349206349
21,1.75,3,0.45267489711934156,0.07692307692307693,-0.31712303471562736,0.9016393442622951,0.45267489711934156,0.6027397260273972
21,2.00,3,0.3991769547325103,0.057692307692307696,-0.31712303471562736,0.9150943396226415,0.3991769547325103,0.5558739255014327
21,2.25,3,0.3786008230452675,0.038461538461538464,-0.31712303471562736,0.9387755102040817,0.3786008230452675,0.5395894428152492
21,2.50,3,0.3168724279835391,0.038461538461538464,-0.31712303471562736,0.927710843373494,0.3168724279835391,0.4723926380368098
21,2.75,3,0.29218106995884774,0.02564102564102564,-0.31712303471562736,0.9466666666666667,0.29218106995884774,0.44654088050314467
21,3.00,3,0.2551440329218107,0.02564102564102564,-0.31712303471562736,0.9393939393939394,0.2551440329218107,0.40129449838187703
21,3.25,3,0.22633744855967078,0.019230769230769232,-0.31712303471562736,0.9482758620689655,0.22633744855967078,0.3654485049833887
21,3.50,3,0.1934156378600823,0.019230769230769232,-0.31712303471562736,0.94,0.1934156378600823,0.32081911262798635
21,3.75,3,0.18106995884773663,0.019230769230769232,-0.31712303471562736,0.9361702127659575,0.18106995884773663,0.30344827586206896
21,4.00,3,0.15637860082304528,0.01282051282051282,-0.31712303471562736,0.95,0.15637860082304528,0.26855123674911663
21,4.25,3,0.13580246913580246,0.01282051282051282,-0.31712303471562736,0.9428571428571428,0.13580246913580246,0.23741007194244607
21,4.50,3,0.11934156378600823,0.01282051282051282,-0.31712303471562736,0.9354838709677419,0.11934156378600823,0.21167883211678834
21,4.75,3,0.09876543209876543,0.00641025641025641,-0.31712303471562736,0.96,0.09876543209876543,0.1791044776119403
21,5.00,3,0.09465020576131687,0.00641025641025641,-0.31712303471562736,0.9583333333333334,0.09465020576131687,0.17228464419475653
