combination_threshold,area_threshold,num_neighbor,tpr,fpr,auc,precesion,recall,f1_score
5,0.00,3,0.8518518518518519,0.41025641025641024,-0.25972090323942176,0.7638376383763837,0.8518518518518519,0.8054474708171206
5,0.25,3,0.7860082304526749,0.2948717948717949,-0.25972090323942176,0.8059071729957806,0.7860082304526749,0.7958333333333334
5,0.50,3,0.6995884773662552,0.20512820512820512,-0.25972090323942176,0.8415841584158416,0.6995884773662552,0.7640449438202247
5,0.75,3,0.6337448559670782,0.17307692307692307,-0.25972090323942176,0.850828729281768,0.6337448559670782,0.7264150943396226
5,1.00,3,0.5596707818930041,0.10897435897435898,-0.25972090323942176,0.8888888888888888,0.5596707818930041,0.6868686868686869
5,1.25,3,0.4897119341563786,0.08974358974358974,-0.25972090323942176,0.8947368421052632,0.4897119341563786,0.6329787234042553
5,1.50,3,0.42386831275720166,0.07051282051282051,-0.25972090323942176,0.9035087719298246,0.42386831275720166,0.57703081232493
5,1.75,3,0.39094650205761317,0.05128205128205128,-0.25972090323942176,0.9223300970873787,0.39094650205761317,0.5491329479768786
5,2.00,3,0.34156378600823045,0.038461538461538464,-0.25972090323942176,0.9325842696629213,0.34156378600823045,0.5
5,2.25,3,0.32510288065843623,0.03205128205128205,-0.25972090323942176,0.9404761904761905,0.32510288065843623,0.48318042813455664
5,2.50,3,0.26337448559670784,0.03205128205128205,-0.25972090323942176,0.927536231884058,0.26337448559670784,0.41025641025641024
5,2.75,3,0.24279835390946503,0.019230769230769232,-0.25972090323942176,0.9516129032258065,0.24279835390946503,0.38688524590163936
5,3.00,3,0.205761316872428,0.019230769230769232,-0.25972090323942176,0.9433962264150944,0.205761316872428,0.33783783783783783
5,3.25,3,0.18930041152263374,0.01282051282051282,-0.25972090323942176,0.9583333333333334,0.18930041152263374,0.3161512027491409
5,3.50,3,0.1646090534979424,0.01282051282051282,-0.25972090323942176,0.9523809523809523,0.1646090534979424,0.28070175438596495
5,3.75,3,0.1522633744855967,0.01282051282051282,-0.25972090323942176,0.9487179487179487,0.1522633744855967,0.2624113475177305
5,4.00,3,0.12757201646090535,0.00641025641025641,-0.25972090323942176,0.96875,0.12757201646090535,0.22545454545454546
5,4.25,3,0.1111111111111111,0.00641025641025641,-0.25972090323942176,0.9642857142857143,0.1111111111111111,0.1992619926199262
5,4.50,3,0.09876543209876543,0.00641025641025641,-0.25972090323942176,0.96,0.09876543209876543,0.1791044776119403
5,4.75,3,0.08641975308641975,0.00641025641025641,-0.25972090323942176,0.9545454545454546,0.08641975308641975,0.15849056603773584
5,5.00,3,0.0823045267489712,0.00641025641025641,-0.25972090323942176,0.9523809523809523,0.0823045267489712,0.15151515151515152
