Volume_pre,Volume_post,Distance,Nearest_Label,y_corr,x_corr,Volume_diff,isFusion,Frame,Label
0.4499999999999999,0.54,2.4445378512353955,0.0,126.16666666666667,263.4583333333333,1.5300000000000011,1.0,97.0,1.0
0.4499999999999999,0.7424999999999999,2.4445378512353955,0.0,125.63636363636364,234.36363636363637,1.5300000000000011,1.0,97.0,1.0
2.1825,2.205,3.740552838443826,1.0,110.25510204081633,227.1326530612245,1.5300000000000011,1.0,97.0,1.0
0.495,0.4499999999999999,2.685371266057097,0.0,128.5,244.72727272727272,-0.8775000000000013,0.0,99.0,1.0
0.6749999999999999,0.4499999999999999,2.685371266057097,0.0,125.86666666666666,233.93333333333334,-0.8775000000000013,0.0,99.0,1.0
1.1925,0.8775,3.476907949441412,1.0,124.54716981132076,267.47169811320754,-0.8775000000000013,0.0,99.0,1.0
0.0,0.0,0.0,0.0,105.0,226.5,-0.9225000000000003,0.0,101.0,1.0
0.0,0.0,0.0,0.0,118.825,215.875,-0.9225000000000003,0.0,101.0,1.0
0.0,0.0,0.0,0.0,124.5925925925926,267.25925925925924,-0.9225000000000003,0.0,101.0,1.0
0.0,0.0,0.0,0.0,140.48076923076923,260.50961538461536,-0.9225000000000003,0.0,101.0,1.0
0.0,0.0,0.0,0.0,110.4949494949495,227.56565656565655,-0.9000000000000004,0.0,107.0,1.0
0.0,0.0,0.0,0.0,119.16666666666667,216.47619047619048,-0.9000000000000004,0.0,107.0,1.0
0.0,0.0,0.0,0.0,124.53571428571429,267.25,-0.9000000000000004,0.0,107.0,1.0
0.0,0.0,0.0,0.0,125.57142857142857,234.53571428571428,-0.9000000000000004,0.0,107.0,1.0
0.0,0.0,0.0,0.0,144.7462686567164,263.8358208955224,-0.9000000000000004,0.0,107.0,1.0
0.3825,0.585,2.501275184984741,0.0,127.92307692307692,244.03846153846155,0.7199999999999989,1.0,107.0,1.0
0.5175,0.6975,2.501275184984741,0.0,131.4516129032258,254.41935483870967,0.7199999999999989,1.0,107.0,1.0
0.6525,0.945,6.133741196454972,1.0,119.16666666666667,216.47619047619048,0.7199999999999989,1.0,107.0,1.0
0.0,0.0,0.0,0.0,110.66326530612245,227.62244897959184,-0.8099999999999996,0.0,111.0,1.0
0.0,0.0,0.0,0.0,124.18181818181819,267.6,-0.8099999999999996,0.0,111.0,1.0
0.0,0.0,0.0,0.0,125.4,234.56666666666666,-0.8099999999999996,0.0,111.0,1.0
0.0,0.0,0.0,0.0,128.0909090909091,244.0909090909091,-0.8099999999999996,0.0,111.0,1.0
0.0,0.0,0.0,0.0,144.986301369863,263.94520547945206,-0.8099999999999996,0.0,111.0,1.0
1.215,0.8999999999999999,1.118033988749895,0.0,120.74074074074075,219.35185185185185,-1.17,0.0,112.0,1.0
2.475,2.205,6.241688688644294,1.0,112.15454545454546,228.9181818181818,-1.17,0.0,112.0,1.0
0.0,0.0,0.0,0.0,112.15454545454546,228.9181818181818,0.4500000000000002,1.0,112.0,1.0
0.0,0.0,0.0,0.0,123.78378378378379,269.2162162162162,0.4500000000000002,1.0,112.0,1.0
0.0,0.0,0.0,0.0,127.5,238.77777777777777,0.4500000000000002,1.0,112.0,1.0
0.0,0.0,0.0,0.0,129.0,248.5,0.4500000000000002,1.0,112.0,1.0
0.0,0.0,0.0,0.0,146.31372549019608,265.1372549019608,0.4500000000000002,1.0,112.0,1.0
0.495,0.4275,2.726320869737184,0.0,129.0909090909091,247.9090909090909,-0.2925000000000004,0.0,114.0,1.0
1.215,0.7424999999999999,2.726320869737184,0.0,120.96296296296296,219.96296296296296,-0.2925000000000004,0.0,114.0,1.0
0.0,0.0,0.0,0.0,109.91,228.47,2.25,1.0,114.0,1.0
0.0,0.0,0.0,0.0,123.92307692307692,269.02564102564105,2.25,1.0,114.0,1.0
0.0,0.0,0.0,0.0,127.36842105263158,236.18421052631578,2.25,1.0,114.0,1.0
0.0,0.0,0.0,0.0,146.66071428571428,265.4107142857143,2.25,1.0,114.0,1.0
0.0,0.0,0.0,0.0,110.1919191919192,228.6161616161616,-2.4749999999999996,0.0,116.0,1.0
0.0,0.0,0.0,0.0,125.07142857142857,266.89285714285717,-2.4749999999999996,0.0,116.0,1.0
0.0,0.0,0.0,0.0,132.53333333333333,257.31111111111113,-2.4749999999999996,0.0,116.0,1.0
0.0,0.0,0.0,0.0,146.54901960784315,265.27450980392155,-2.4749999999999996,0.0,116.0,1.0
0.0,0.0,0.0,0.0,110.1919191919192,228.6161616161616,1.3049999999999997,1.0,116.0,1.0
0.0,0.0,0.0,0.0,125.07142857142857,266.89285714285717,1.3049999999999997,1.0,116.0,1.0
0.0,0.0,0.0,0.0,132.53333333333333,257.31111111111113,1.3049999999999997,1.0,116.0,1.0
0.0,0.0,0.0,0.0,146.54901960784315,265.27450980392155,1.3049999999999997,1.0,116.0,1.0
0.0,0.0,0.0,0.0,117.33132530120481,232.1144578313253,-1.035000000000001,0.0,119.0,1.0
0.0,0.0,0.0,0.0,144.50666666666666,263.4266666666667,-1.035000000000001,0.0,119.0,1.0
1.1475,0.5625,4.645773354262076,0.0,120.86274509803921,219.80392156862746,-2.2725,0.0,122.0,1.0
1.2375,0.315,4.645773354262076,0.0,124.83636363636364,267.27272727272725,-2.2725,0.0,122.0,1.0
2.1825,1.5525,5.079604679360136,1.0,141.48453608247422,261.2783505154639,-2.2725,0.0,122.0,1.0
0.0,0.0,0.0,0.0,115.56390977443608,230.77443609022558,-0.585,0.0,124.0,1.0
0.0,0.0,0.0,0.0,145.72222222222223,264.72222222222223,-0.585,0.0,124.0,1.0
1.98,0.5175,8.179779529234775,0.0,127.44318181818181,262.375,-0.40499999999999936,0.0,127.0,1.0
1.98,0.5625,8.179779529234775,0.0,127.44318181818181,262.375,-0.40499999999999936,0.0,127.0,1.0
1.98,0.585,8.179779529234775,0.0,127.44318181818181,262.375,-0.40499999999999936,0.0,127.0,1.0
0.0,0.0,0.0,0.0,118.58951965065502,229.87336244541484,-2.2725,0.0,144.0,1.0
1.5975,0.2475,13.032670672293731,0.0,125.84507042253522,265.23943661971833,-0.3824999999999994,0.0,147.0,1.0
1.5975,1.2375,13.032670672293731,0.0,125.84507042253522,265.23943661971833,-0.3824999999999994,0.0,147.0,1.0
0.5175,0.2475,14.775562045358807,0.0,130.2173913043478,248.30434782608697,-2.6325000000000003,0.0,189.0,1.0
3.465,1.4175,14.775562045358807,0.0,134.57142857142858,262.6233766233766,-2.6325000000000003,0.0,189.0,1.0
13.41,9.99,30.471157312668506,5.0,234.24664429530202,247.0704697986577,-0.5850000000000009,0.0,199.0,1.0
3.7125,2.7675,16.83818536140679,0.0,134.4909090909091,262.5212121212121,-4.477499999999999,0.0,201.0,1.0
2.8125,2.7225,30.564989946601717,3.0,296.496,171.32,-0.33750000000000036,0.0,205.0,1.0
19.1025,2.7225,30.564989946601717,3.0,216.9316843345112,182.37809187279152,-0.33750000000000036,0.0,205.0,1.0
6.2325,3.8925,30.381739707833425,4.0,168.60649819494586,183.1046931407942,-1.4849999999999994,0.0,210.0,1.0
0.4499999999999999,0.2475,26.973142846337417,0.0,191.9,159.95,-1.6875000000000009,0.0,217.0,1.0
0.4499999999999999,0.2475,26.973142846337417,0.0,197.25,153.75,-1.6875000000000009,0.0,217.0,1.0
1.44,0.2475,26.973142846337417,0.0,125.40625,265.640625,-1.6875000000000009,0.0,217.0,1.0
2.88,2.835,24.6312898455019,3.0,296.34375,171.421875,-1.6875000000000009,0.0,217.0,1.0
13.725,13.3875,24.6312898455019,5.0,234.2688524590164,246.9950819672131,-1.6875000000000009,0.0,217.0,1.0
19.665,2.655,24.6312898455019,3.0,212.96224256292905,182.62814645308924,-1.6875000000000009,0.0,217.0,1.0
0.0,0.0,0.0,0.0,117.56521739130434,215.3913043478261,-1.4399999999999995,0.0,222.0,1.0
0.0,0.0,0.0,0.0,120.36051502145922,235.42918454935622,-1.4399999999999995,0.0,222.0,1.0
1.62,0.2475,27.398935747669718,0.0,125.48611111111111,265.52777777777777,-1.3274999999999997,0.0,229.0,1.0
29.745,26.01,24.918497548241714,5.0,229.93797276853252,212.28668683812404,-1.3274999999999997,0.0,229.0,1.0
0.8775,1.5525,17.708344362151575,0.0,144.1304347826087,262.04347826086956,2.0250000000000012,1.0,248.0,1.0
1.08,0.2475,17.630490973086424,0.0,161.95833333333334,131.79166666666666,-1.3275000000000006,0.0,252.0,1.0
1.5975,1.0575,17.630490973086424,0.0,144.69014084507043,262.53521126760563,-1.3275000000000006,0.0,252.0,1.0
1.35,1.5975,17.630490973086424,0.0,144.69014084507043,262.53521126760563,1.575000000000001,1.0,252.0,1.0
1.62,0.135,27.29681682660817,0.0,125.54166666666667,265.7361111111111,-0.5625,0.0,257.0,1.0
1.62,0.63,27.29681682660817,0.0,125.54166666666667,265.7361111111111,-0.5625,0.0,257.0,1.0
13.7475,13.68,25.459700969508457,5.0,234.58756137479543,247.05400981996726,-0.5625,0.0,257.0,1.0
1.8225,1.62,16.604232251212725,0.0,125.53086419753086,265.69135802469134,-2.205,0.0,259.0,1.0
1.935,0.585,16.604232251212725,0.0,142.69767441860466,260.6046511627907,-2.205,0.0,259.0,1.0
1.5525,1.8225,16.604232251212725,0.0,125.53086419753086,265.69135802469134,2.295,1.0,259.0,1.0
0.585,1.935,16.604232251212725,0.0,142.69767441860466,260.6046511627907,2.295,1.0,259.0,1.0
1.2375,0.585,19.76641591753175,0.0,145.83636363636364,263.7818181818182,-1.6875,0.0,261.0,1.0
1.575,1.5525,19.76641591753175,0.0,125.32857142857142,265.77142857142854,-1.6875,0.0,261.0,1.0
0.36,0.5175,19.76641591753175,0.0,210.0,145.17391304347825,1.2150000000000007,1.0,261.0,1.0
0.2475,1.2375,19.76641591753175,0.0,145.83636363636364,263.7818181818182,1.2150000000000007,1.0,261.0,1.0
1.5074999999999998,1.575,19.76641591753175,0.0,125.32857142857142,265.77142857142854,1.2150000000000007,1.0,261.0,1.0
4.0275,6.9525,9.629585952668743,5.0,252.73139158576052,259.44336569579286,1.2150000000000007,1.0,261.0,1.0
0.2475,1.7325,27.116570413742586,0.0,125.49350649350649,265.6363636363636,1.3050000000000015,1.0,267.0,1.0
4.6125,4.8375,26.541546717213265,4.0,165.49767441860465,175.02325581395348,1.3050000000000015,1.0,267.0,1.0
6.525,14.3325,26.541546717213265,5.0,234.77708006279434,246.90580847723706,1.3050000000000015,1.0,267.0,1.0
0.8775,0.4725,27.114179155658668,0.0,212.94871794871796,146.15384615384616,-1.8000000000000007,0.0,269.0,1.0
1.5975,0.2475,27.114179155658668,0.0,125.4225352112676,265.2957746478873,-1.8000000000000007,0.0,269.0,1.0
0.2475,1.5975,27.114179155658668,0.0,125.4225352112676,265.2957746478873,1.7550000000000008,1.0,269.0,1.0
7.02,20.7675,30.870344769251084,5.0,212.13867822318525,225.36186348862404,0.4949999999999992,1.0,274.0,1.0
9.2925,20.7675,30.870344769251084,5.0,212.13867822318525,225.36186348862404,0.4949999999999992,1.0,274.0,1.0
1.4625,0.8099999999999999,30.7148522932398,0.0,267.8615384615385,179.52307692307693,-0.33750000000000036,0.0,284.0,1.0
1.3275,1.4625,30.7148522932398,0.0,267.8615384615385,179.52307692307693,0.6750000000000007,1.0,284.0,1.0
0.3374999999999999,0.3825,30.844879520072173,0.0,178.7058823529412,194.2941176470588,0.6300000000000008,1.0,288.0,1.0
0.3374999999999999,4.68,30.844879520072173,0.0,276.25,184.65865384615384,0.6300000000000008,1.0,288.0,1.0
0.6525,0.3825,30.95516487767872,0.0,164.6206896551724,131.27586206896552,-0.9674999999999994,0.0,292.0,1.0
4.5675,4.4775,30.95516487767872,3.0,276.5566502463054,184.7536945812808,-0.9674999999999994,0.0,292.0,1.0
17.505,11.7,30.95516487767872,3.0,189.41773778920307,179.02056555269922,-0.9674999999999994,0.0,292.0,1.0
0.2475,0.6525,30.95516487767872,0.0,164.6206896551724,131.27586206896552,0.35999999999999943,1.0,292.0,1.0
0.6074999999999999,2.7,30.95516487767872,3.0,296.075,171.69166666666666,0.35999999999999943,1.0,292.0,1.0
4.365,4.5675,30.95516487767872,3.0,276.5566502463054,184.7536945812808,0.35999999999999943,1.0,292.0,1.0
2.0925,17.505,30.95516487767872,3.0,189.41773778920307,179.02056555269922,0.35999999999999943,1.0,292.0,1.0
2.7,17.505,30.95516487767872,3.0,189.41773778920307,179.02056555269922,0.35999999999999943,1.0,292.0,1.0
0.4275,5.5575,29.867737521144946,3.0,272.1417004048583,183.79352226720647,0.3600000000000012,1.0,294.0,1.0
13.2075,13.5675,29.867737521144946,5.0,234.5870646766169,247.06301824212272,0.3600000000000012,1.0,294.0,1.0
11.7225,17.325,29.867737521144946,3.0,187.24025974025975,179.18051948051948,0.3600000000000012,1.0,294.0,1.0
1.98,0.9675,30.420420326741787,0.0,176.4659090909091,198.9318181818182,-0.5625,0.0,297.0,1.0
4.3425,0.9675,30.420420326741787,0.0,278.1865284974093,184.84455958549222,-0.5625,0.0,297.0,1.0
0.09,1.98,30.420420326741787,0.0,176.4659090909091,198.9318181818182,0.5625,1.0,297.0,1.0
0.09,4.3425,30.420420326741787,0.0,278.1865284974093,184.84455958549222,0.5625,1.0,297.0,1.0
0.0,0.0,0.0,0.0,113.21014492753623,225.52173913043478,-5.917499999999999,0.0,305.0,1.0
1.6424999999999998,1.2375,11.707150104811777,1.0,107.35616438356165,227.3972602739726,-1.8450000000000006,0.0,312.0,1.0
2.0025,1.575,11.707150104811777,1.0,121.31460674157303,225.56179775280899,-1.8450000000000006,0.0,312.0,1.0
3.51,1.5525,3.6641274639347055,0.0,134.65384615384616,262.5897435897436,-1.8450000000000006,0.0,312.0,1.0
0.0,0.0,0.0,0.0,107.25714285714285,227.44285714285715,-2.407499999999999,0.0,314.0,1.0
0.0,0.0,0.0,0.0,120.29166666666667,224.48611111111111,-2.407499999999999,0.0,314.0,1.0
0.0,0.0,0.0,0.0,128.5625,243.47916666666666,-2.407499999999999,0.0,314.0,1.0
0.5175,0.4725,3.96330103601036,0.0,269.0,271.0,-1.8224999999999998,0.0,319.0,1.0
3.1725,1.5975,5.0,1.0,113.26241134751773,225.22695035460993,-1.8224999999999998,0.0,319.0,1.0
3.78,1.5074999999999998,3.96330103601036,0.0,127.35714285714286,252.26785714285714,-1.8224999999999998,0.0,319.0,1.0
0.0,0.0,0.0,0.0,113.19565217391305,225.43478260869566,-3.3299999999999996,0.0,321.0,1.0
0.0,0.0,0.0,0.0,107.54285714285714,227.8,-2.834999999999999,0.0,324.0,1.0
0.0,0.0,0.0,0.0,121.25,226.0326086956522,-2.834999999999999,0.0,324.0,1.0
0.0,0.0,0.0,0.0,113.68027210884354,225.66666666666666,-2.0475000000000003,0.0,327.0,1.0
3.5775,0.3374999999999999,16.681509044991248,0.0,134.32075471698113,262.35849056603774,-3.6899999999999995,0.0,341.0,1.0
3.555,0.5175,16.61647935259372,0.0,134.32911392405063,262.40506329113924,-3.6674999999999995,0.0,343.0,1.0
3.5325,0.99,16.516778005802557,0.0,134.10828025477707,262.4267515923567,-3.914999999999999,0.0,347.0,1.0
7.2225,0.09,8.684049171170361,0.0,129.44859813084113,247.85669781931463,-3.3075,0.0,348.0,1.0
7.2225,0.7875,8.684049171170361,0.0,129.44859813084113,247.85669781931463,-3.3075,0.0,348.0,1.0
7.2225,3.5325,8.684049171170361,0.0,129.44859813084113,247.85669781931463,-3.3075,0.0,348.0,1.0
27.9225,27.6975,8.684049171170361,3.0,212.97743755036262,193.14101531023368,-3.3075,0.0,348.0,1.0
2.79,2.7225,7.536628356446895,3.0,296.68548387096774,171.1451612903226,-7.177499999999999,0.0,350.0,1.0
3.33,3.285,7.536628356446895,2.0,149.68243243243242,129.5,-7.177499999999999,0.0,350.0,1.0
3.8475,3.7575,7.536628356446895,2.0,194.859649122807,138.36257309941521,-7.177499999999999,0.0,350.0,1.0
7.335,0.2475,7.536628356446895,0.0,129.34662576687117,247.64110429447854,-7.177499999999999,0.0,350.0,1.0
28.1025,27.2475,7.536628356446895,3.0,207.86389111289031,186.55244195356286,-7.177499999999999,0.0,350.0,1.0
2.16,1.5074999999999998,16.564241974183638,0.0,141.1875,259.9791666666667,-2.1825,0.0,377.0,1.0
1.53,2.16,16.564241974183638,0.0,141.1875,259.9791666666667,2.115,1.0,377.0,1.0
3.7575,1.53,16.752035062481703,0.0,134.89221556886227,262.1497005988024,-1.9349999999999996,0.0,379.0,1.0
1.53,3.7575,16.752035062481703,0.0,134.89221556886227,262.1497005988024,1.8449999999999998,1.0,379.0,1.0
0.4725,1.5074999999999998,25.17339186925603,0.0,125.68656716417911,264.1044776119403,1.9800000000000004,1.0,384.0,1.0
0.4725,1.71,25.17339186925603,0.0,163.03947368421052,131.22368421052633,1.9800000000000004,1.0,384.0,1.0
2.7,2.7225,25.17339186925603,3.0,296.42148760330576,170.98347107438016,1.9800000000000004,1.0,384.0,1.0
1.3275,3.465,25.17339186925603,2.0,196.73376623376623,139.05194805194805,1.9800000000000004,1.0,384.0,1.0
1.2825,3.7125,25.17339186925603,5.0,228.8909090909091,244.8969696969697,1.9800000000000004,1.0,384.0,1.0
2.1375,6.345,25.17339186925603,5.0,254.0531914893617,259.50354609929076,1.9800000000000004,1.0,384.0,1.0
26.3025,26.505,25.17339186925603,3.0,207.9320882852292,184.41086587436334,1.9800000000000004,1.0,384.0,1.0
1.7775,1.6424999999999998,9.17785984191921,2.0,141.35443037974684,128.77215189873417,-4.005,0.0,389.0,1.0
3.06,1.6424999999999998,9.17785984191921,2.0,198.83823529411765,139.89705882352942,-4.005,0.0,389.0,1.0
3.6225,1.8225,9.17785984191921,5.0,228.51552795031057,244.68944099378882,-4.005,0.0,389.0,1.0
5.76,1.575,9.17785984191921,0.0,132.359375,254.72265625,-4.005,0.0,389.0,1.0
6.569999999999999,4.1625,9.17785984191921,5.0,253.3595890410959,259.2808219178082,-4.005,0.0,389.0,1.0
4.185,3.9375,9.460087099093618,0.0,192.1290322580645,137.68817204301075,-7.56,0.0,400.0,1.0
4.8375,3.9375,9.460087099093618,0.0,174.353488372093,189.6139534883721,-7.56,0.0,400.0,1.0
7.109999999999999,3.9375,9.460087099093618,0.0,129.66455696202533,248.09177215189874,-7.56,0.0,400.0,1.0
0.5625,0.5175,18.721645226849056,0.0,215.36,236.88,-0.2699999999999996,0.0,404.0,1.0
1.4625,0.5175,18.721645226849056,0.0,266.4153846153846,269.7230769230769,-0.2699999999999996,0.0,404.0,1.0
3.7125,1.4175,18.721645226849056,0.0,177.5030303030303,186.64848484848486,-0.2699999999999996,0.0,404.0,1.0
17.28,1.3275,30.12999449132605,3.0,226.60286458333334,185.99479166666666,-0.2699999999999996,0.0,404.0,1.0
0.54,1.26,29.94455952502651,0.0,215.19642857142858,236.80357142857142,0.2699999999999996,1.0,409.0,1.0
1.575,1.665,29.94455952502651,2.0,141.3918918918919,128.63513513513513,0.2699999999999996,1.0,409.0,1.0
1.665,5.6025,29.94455952502651,0.0,184.7429718875502,135.92369477911646,0.2699999999999996,1.0,409.0,1.0
0.63,9.2925,29.94455952502651,5.0,247.3728813559322,255.94673123486683,0.2699999999999996,1.0,409.0,1.0
7.065,9.2925,29.94455952502651,5.0,247.3728813559322,255.94673123486683,0.2699999999999996,1.0,409.0,1.0
5.4,1.575,29.982074949056955,2.0,184.69166666666666,135.96666666666667,-0.4499999999999993,0.0,411.0,1.0
9.7425,5.1075,29.982074949056955,4.0,173.43187066974596,183.3187066974596,-0.4499999999999993,0.0,411.0,1.0
10.125,0.63,29.982074949056955,5.0,243.15555555555557,253.42,-0.4499999999999993,0.0,411.0,1.0
10.125,7.065,29.982074949056955,5.0,243.15555555555557,253.42,-0.4499999999999993,0.0,411.0,1.0
1.53,0.495,16.825971456605668,0.0,144.1764705882353,262.3970588235294,-1.9125000000000005,0.0,416.0,1.0
1.6424999999999998,1.62,14.79310164912635,2.0,141.42465753424656,128.93150684931507,-1.9125000000000005,0.0,416.0,1.0
5.6475,5.58,14.79310164912635,2.0,185.0358565737052,136.0796812749004,-1.9125000000000005,0.0,416.0,1.0
0.4725,0.495,16.825971456605668,0.0,207.9090909090909,229.9090909090909,1.7999999999999998,1.0,416.0,1.0
0.4725,0.495,16.825971456605668,0.0,214.9090909090909,236.9090909090909,1.7999999999999998,1.0,416.0,1.0
0.4725,1.53,16.825971456605668,0.0,144.1764705882353,262.3970588235294,1.7999999999999998,1.0,416.0,1.0
1.5525,1.6424999999999998,14.79310164912635,2.0,141.42465753424656,128.93150684931507,1.7999999999999998,1.0,416.0,1.0
5.535,5.6475,14.79310164912635,2.0,185.0358565737052,136.0796812749004,1.7999999999999998,1.0,416.0,1.0
3.24,0.4725,29.62421469821287,5.0,230.11805555555554,246.25,-0.3825000000000003,0.0,419.0,1.0
6.21,0.585,29.62421469821287,5.0,253.63768115942028,259.57971014492756,-0.3825000000000003,0.0,419.0,1.0
10.1025,9.0,29.62421469821287,4.0,173.3608017817372,183.37193763919822,-0.3825000000000003,0.0,419.0,1.0
0.585,2.3175,28.959829622676477,0.0,196.81553398058253,217.48543689320388,0.40499999999999936,1.0,425.0,1.0
0.5175,23.04,28.817731389179443,0.0,198.7998046875,183.642578125,0.3150000000000013,1.0,429.0,1.0
0.4725,0.18,28.88905648962034,3.0,290.0,201.0,-0.4499999999999993,0.0,436.0,1.0
23.04,0.18,28.88905648962034,3.0,197.9814453125,182.2900390625,-0.4499999999999993,0.0,436.0,1.0
