combination_threshold,area_threshold,num_neighbor,tpr,fpr,auc,accuracy,precesion,recall,f1_score
5,0.0_,3,0.8772845953002611,0.47368421052631576,-0.8184562663185381,0.7219796215429404,0.7,0.8772845953002611,0.7786790266512166
5,0.25,3,0.7806788511749347,0.2532894736842105,-0.8184562663185381,0.7656477438136827,0.7952127659574468,0.7806788511749347,0.7878787878787878
5,0.5_,3,0.6657963446475196,0.14802631578947367,-0.8184562663185381,0.7481804949053857,0.85,0.6657963446475196,0.7467057101024891
5,0.75,3,0.5796344647519582,0.11513157894736842,-0.8184562663185381,0.7147016011644832,0.8638132295719845,0.5796344647519582,0.69375
5,1.0_,3,0.49869451697127937,0.07894736842105263,-0.8184562663185381,0.6855895196506551,0.8883720930232558,0.49869451697127937,0.6387959866220735
5,1.25,3,0.42297650130548303,0.06578947368421052,-0.8184562663185381,0.6491994177583698,0.8901098901098901,0.42297650130548303,0.5734513274336283
5,1.5_,3,0.37597911227154046,0.046052631578947366,-0.8184562663185381,0.6317321688500728,0.9113924050632911,0.37597911227154046,0.5323475046210719
5,1.75,3,0.3394255874673629,0.03618421052631579,-0.8184562663185381,0.6157205240174672,0.9219858156028369,0.3394255874673629,0.4961832061068703
5,2.0_,3,0.3002610966057441,0.02631578947368421,-0.8184562663185381,0.5982532751091703,0.9349593495934959,0.3002610966057441,0.45454545454545453
5,2.25,3,0.27676240208877284,0.019736842105263157,-0.8184562663185381,0.5880640465793304,0.9464285714285714,0.27676240208877284,0.42828282828282827
5,2.5_,3,0.2245430809399478,0.019736842105263157,-0.8184562663185381,0.5589519650655022,0.9347826086956522,0.2245430809399478,0.3621052631578947
5,2.75,3,0.21148825065274152,0.013157894736842105,-0.8184562663185381,0.5545851528384279,0.9529411764705882,0.21148825065274152,0.34615384615384615
5,3.0_,3,0.17493472584856398,0.009868421052631578,-0.8184562663185381,0.5356622998544396,0.9571428571428572,0.17493472584856398,0.2958057395143488
5,3.25,3,0.1514360313315927,0.006578947368421052,-0.8184562663185381,0.5240174672489083,0.9666666666666667,0.1514360313315927,0.2618510158013544
5,3.5_,3,0.13577023498694518,0.006578947368421052,-0.8184562663185381,0.5152838427947598,0.9629629629629629,0.13577023498694518,0.23798627002288328
5,3.75,3,0.1174934725848564,0.006578947368421052,-0.8184562663185381,0.50509461426492,0.9574468085106383,0.1174934725848564,0.20930232558139536
5,4.0_,3,0.10182767624020887,0.003289473684210526,-0.8184562663185381,0.4978165938864629,0.975,0.10182767624020887,0.18439716312056736
5,4.25,3,0.09138381201044386,0.003289473684210526,-0.8184562663185381,0.49199417758369723,0.9722222222222222,0.09138381201044386,0.16706443914081145
5,4.5_,3,0.0783289817232376,0.003289473684210526,-0.8184562663185381,0.4847161572052402,0.967741935483871,0.0783289817232376,0.1449275362318841
5,4.75,3,0.07049608355091384,0.003289473684210526,-0.8184562663185381,0.48034934497816595,0.9642857142857143,0.07049608355091384,0.13138686131386865
5,5.0_,3,0.06527415143603134,0.003289473684210526,-0.8184562663185381,0.4774381368267831,0.9615384615384616,0.06527415143603134,0.12224938875305624
