combination_threshold,area_threshold,num_neighbor,tpr,fpr,auc,accuracy,precesion,recall,f1_score
10,0.0_,3,0.9033942558746736,0.4934210526315789,-0.8259155558609316,0.727802037845706,0.6975806451612904,0.9033942558746736,0.7872582480091013
10,0.25,3,0.8067885117493473,0.2730263157894737,-0.8259155558609316,0.7714701601164483,0.7882653061224489,0.8067885117493473,0.7974193548387097
10,0.5_,3,0.6919060052219321,0.16776315789473684,-0.8259155558609316,0.7540029112081513,0.8386075949367089,0.6919060052219321,0.7582260371959942
10,0.75,3,0.6005221932114883,0.13486842105263158,-0.8259155558609316,0.7176128093158661,0.8487084870848709,0.6005221932114883,0.7033639143730885
10,1.0_,3,0.5195822454308094,0.09210526315789473,-0.8259155558609316,0.6914119359534207,0.8766519823788547,0.5195822454308094,0.6524590163934426
10,1.25,3,0.4412532637075718,0.07236842105263158,-0.8259155558609316,0.6564774381368268,0.8848167539267016,0.4412532637075718,0.5888501742160279
10,1.5_,3,0.391644908616188,0.05263157894736842,-0.8259155558609316,0.6375545851528385,0.9036144578313253,0.391644908616188,0.5464480874316939
10,1.75,3,0.3524804177545692,0.04276315789473684,-0.8259155558609316,0.6200873362445415,0.9121621621621622,0.3524804177545692,0.5084745762711864
10,2.0_,3,0.31070496083550914,0.03289473684210526,-0.8259155558609316,0.6011644832605532,0.9224806201550387,0.31070496083550914,0.46484375
10,2.25,3,0.2845953002610966,0.023026315789473683,-0.8259155558609316,0.5909752547307132,0.9396551724137931,0.2845953002610966,0.43687374749499
10,2.5_,3,0.23237597911227154,0.023026315789473683,-0.8259155558609316,0.5618631732168851,0.9270833333333334,0.23237597911227154,0.37160751565762
10,2.75,3,0.2193211488250653,0.01644736842105263,-0.8259155558609316,0.5574963609898108,0.9438202247191011,0.2193211488250653,0.3559322033898305
10,3.0_,3,0.18276762402088773,0.013157894736842105,-0.8259155558609316,0.5385735080058224,0.9459459459459459,0.18276762402088773,0.3063457330415755
10,3.25,3,0.1566579634464752,0.009868421052631578,-0.8259155558609316,0.5254730713245997,0.9523809523809523,0.1566579634464752,0.26905829596412556
10,3.5_,3,0.1409921671018277,0.006578947368421052,-0.8259155558609316,0.5181950509461426,0.9642857142857143,0.1409921671018277,0.24601366742596814
10,3.75,3,0.1227154046997389,0.006578947368421052,-0.8259155558609316,0.5080058224163028,0.9591836734693877,0.1227154046997389,0.2175925925925926
10,4.0_,3,0.10704960835509138,0.003289473684210526,-0.8259155558609316,0.5007278020378457,0.9761904761904762,0.10704960835509138,0.1929411764705882
10,4.25,3,0.09399477806788512,0.003289473684210526,-0.8259155558609316,0.49344978165938863,0.972972972972973,0.09399477806788512,0.17142857142857143
10,4.5_,3,0.08093994778067885,0.003289473684210526,-0.8259155558609316,0.4861717612809316,0.96875,0.08093994778067885,0.1493975903614458
10,4.75,3,0.07049608355091384,0.003289473684210526,-0.8259155558609316,0.48034934497816595,0.9642857142857143,0.07049608355091384,0.13138686131386865
10,5.0_,3,0.06527415143603134,0.003289473684210526,-0.8259155558609316,0.4774381368267831,0.9615384615384616,0.06527415143603134,0.12224938875305624
