combination_threshold,area_threshold,num_neighbor,tpr,fpr,auc,accuracy,precesion,recall,f1_score
100,0.0_,3,0.9843342036553525,0.5427631578947368,-0.8514240071458019,0.7510917030567685,0.6955719557195572,0.9843342036553525,0.8151351351351352
100,0.25,3,0.8877284595300261,0.3223684210526316,-0.8514240071458019,0.7947598253275109,0.776255707762557,0.8877284595300261,0.828258221680877
100,0.5_,3,0.7728459530026109,0.2138157894736842,-0.8514240071458019,0.7787481804949054,0.8199445983379502,0.7728459530026109,0.7956989247311829
100,0.75,3,0.6814621409921671,0.18092105263157895,-0.8514240071458019,0.74235807860262,0.8259493670886076,0.6814621409921671,0.7467811158798283
100,1.0_,3,0.5953002610966057,0.12828947368421054,-0.8514240071458019,0.7176128093158661,0.8539325842696629,0.5953002610966057,0.7015384615384616
100,1.25,3,0.5117493472584856,0.10855263157894737,-0.8514240071458019,0.6797671033478894,0.8558951965065502,0.5117493472584856,0.6405228758169934
100,1.5_,3,0.4595300261096606,0.08881578947368421,-0.8514240071458019,0.6593886462882096,0.8669950738916257,0.4595300261096606,0.6006825938566553
100,1.75,3,0.412532637075718,0.07894736842105263,-0.8514240071458019,0.6375545851528385,0.8681318681318682,0.412532637075718,0.55929203539823
100,2.0_,3,0.370757180156658,0.05921052631578947,-0.8514240071458019,0.6229985443959243,0.8875,0.370757180156658,0.5230202578268877
100,2.25,3,0.3394255874673629,0.046052631578947366,-0.8514240071458019,0.611353711790393,0.9027777777777778,0.3394255874673629,0.49335863377609107
100,2.5_,3,0.2819843342036554,0.046052631578947366,-0.8514240071458019,0.5793304221251819,0.8852459016393442,0.2819843342036554,0.42772277227722777
100,2.75,3,0.26370757180156656,0.039473684210526314,-0.8514240071458019,0.5720524017467249,0.8938053097345132,0.26370757180156656,0.407258064516129
100,3.0_,3,0.22715404699738903,0.03289473684210526,-0.8514240071458019,0.5545851528384279,0.8969072164948454,0.22715404699738903,0.3625
100,3.25,3,0.19321148825065274,0.029605263157894735,-0.8514240071458019,0.537117903930131,0.891566265060241,0.19321148825065274,0.31759656652360513
100,3.5_,3,0.16971279373368145,0.02631578947368421,-0.8514240071458019,0.5254730713245997,0.8904109589041096,0.16971279373368145,0.28508771929824556
100,3.75,3,0.1514360313315927,0.02631578947368421,-0.8514240071458019,0.5152838427947598,0.8787878787878788,0.1514360313315927,0.2583518930957684
100,4.0_,3,0.13315926892950392,0.019736842105263157,-0.8514240071458019,0.5080058224163028,0.8947368421052632,0.13315926892950392,0.2318181818181818
100,4.25,3,0.1174934725848564,0.019736842105263157,-0.8514240071458019,0.4992721979621543,0.8823529411764706,0.1174934725848564,0.2073732718894009
100,4.5_,3,0.10182767624020887,0.019736842105263157,-0.8514240071458019,0.49053857350800584,0.8666666666666667,0.10182767624020887,0.18224299065420563
100,4.75,3,0.08616187989556136,0.01644736842105263,-0.8514240071458019,0.48326055312954874,0.868421052631579,0.08616187989556136,0.15676959619952494
100,5.0_,3,0.08093994778067885,0.01644736842105263,-0.8514240071458019,0.48034934497816595,0.8611111111111112,0.08093994778067885,0.1479713603818616
