Volume_pre,Volume_post,Unnamed: 2,Distance,Nearest Label,isFusion,Frame,Label,algo_output,ground truth
4.66709871205169,4.89662815690669,0.04918032786885227,8.04771530188663,31.0,1.0,0.0,31.0,0.0,0.0
0.229529444855001,0.0,-1.0,8.5,50.0,1.0,0.0,31.0,0.0,0.0
0.306039259806668,0.0,-1.0,23.1624696438009,63.0,1.0,0.0,31.0,0.0,0.0
0.535568704661669,2.71609843078418,4.071428571428575,4.74341649025256,25.0,1.0,0.0,31.0,0.0,0.0
0.956372686895838,3.25166713544585,2.400000000000001,25.1764016491634,16.0,1.0,0.0,31.0,0.0,0.0
1.45368648408167,0.688588334565003,-0.5263157894736832,12.491382070803,58.0,1.0,0.0,31.0,0.0,0.0
1.606706113985,1.7214708364125,0.07142857142857137,8.31964862767544,36.0,1.0,0.0,31.0,0.0,0.0
2.52482389340501,3.25166713544585,0.28787878787878934,16.3252214634606,27.0,1.0,0.0,31.0,0.0,0.0
4.89662815690669,4.70535361952752,-0.03906250000000058,2.86744175568088,31.0,1.0,1.0,31.0,0.0,1.0
0.382549074758335,0.535568704661669,0.3999999999999999,26.1841555143563,76.0,1.0,1.0,31.0,0.0,1.0
0.688588334565003,0.459058889710002,-0.3333333333333333,8.95203266799719,58.0,1.0,1.0,31.0,0.0,1.0
1.7214708364125,1.79798065136417,0.04444444444444643,8.73584922765926,36.0,1.0,1.0,31.0,0.0,1.0
2.71609843078418,1.33892176165417,-0.507042253521128,4.91196047249936,25.0,1.0,1.0,31.0,0.0,1.0
3.25166713544585,2.94562787563918,-0.09411764705882411,8.33854004007895,27.0,1.0,1.0,31.0,0.0,1.0
4.70535361952752,3.21341222797001,-0.31707317073170804,12.129876957236,31.0,1.0,2.0,31.0,0.0,0.0
0.459058889710002,0.0,-1.0,6.2549980015984,58.0,1.0,2.0,31.0,0.0,0.0
0.535568704661669,0.497313797185835,-0.07142857142857224,21.536987642999,76.0,1.0,2.0,31.0,0.0,0.0
1.33892176165417,1.18590213175083,-0.11428571428571895,1.50332963783729,25.0,1.0,2.0,31.0,0.0,0.0
1.79798065136417,1.33892176165417,-0.2553191489361698,11.3707430759245,36.0,1.0,2.0,31.0,0.0,0.0
